round,steps,coins_collected,bombs_dropped,crates_destroyed,killed_self,invalid_actions,kills,killed_by_opponent,total_reward,epsilon
1740,33,2,4,14,1,0,0,0,-55.0,0.1938
1741,22,0,3,8,1,0,0,0,-83.0,0.1936
1742,28,1,3,12,1,0,0,0,-73.0,0.1934
1743,20,0,3,9,1,0,0,0,-50.0,0.1932
1744,15,1,2,6,1,0,0,0,-49.0,0.193
1745,5,0,1,3,1,0,0,0,-69.0,0.1929
1746,61,1,7,18,1,0,0,0,-156.0,0.1927
1747,20,0,3,10,1,0,0,0,-72.0,0.1925
1748,5,0,1,3,1,0,0,0,-69.0,0.1923
1749,14,0,2,4,1,0,0,0,-81.0,0.1921
1750,64,1,8,24,1,0,0,0,-112.0,0.1919
1751,30,0,4,9,1,0,0,0,-125.0,0.1917
1752,35,1,4,11,1,0,0,0,-62.0,0.1915
1753,21,0,3,6,1,0,0,0,-81.0,0.1913
1754,70,1,9,24,1,0,0,0,-72.0,0.1911
1755,6,0,1,3,1,0,0,0,-39.0,0.1909
1756,14,0,2,8,1,0,0,0,-67.0,0.1907
1757,81,3,8,22,1,0,1,0,-141.0,0.1906
1758,23,0,3,7,1,0,0,0,-95.0,0.1904
1759,7,0,1,1,1,0,0,0,-46.0,0.1902
1760,59,1,7,16,1,0,0,0,-106.0,0.19
1761,6,0,1,3,1,0,0,0,-36.0,0.1898
1762,32,0,4,8,1,0,0,0,-125.0,0.1896
1763,20,0,3,9,1,0,0,0,-56.0,0.1894
1764,352,3,21,41,1,2,0,0,-548.0,0.1892
1765,43,1,5,11,1,0,0,0,-140.0,0.189
1766,17,1,2,7,1,0,0,0,-46.0,0.1888
1767,7,0,1,3,1,0,0,0,-44.0,0.1887
1768,29,0,4,9,1,0,0,0,-134.0,0.1885
1769,21,0,3,9,1,0,0,0,-78.0,0.1883
1770,7,0,1,6,1,0,0,0,-24.0,0.1881
1771,23,0,3,8,1,0,0,0,-94.0,0.1879
1772,50,0,7,26,1,0,0,0,-85.0,0.1877
1773,73,1,8,21,0,0,0,1,-52.0,0.1875
1774,89,1,10,31,1,0,0,0,-219.0,0.1873
1775,5,0,1,4,1,0,0,0,-66.0,0.1872
1776,10,0,1,4,1,0,0,0,-50.0,0.187
1777,113,2,10,26,1,1,0,0,-226.0,0.1868
1778,24,0,3,9,1,0,0,0,-114.0,0.1866
1779,56,1,6,18,1,0,0,0,-122.0,0.1864
1780,22,0,3,10,1,0,0,0,-98.0,0.1862
1781,6,0,1,2,1,0,0,0,-39.0,0.186
1782,5,0,1,4,1,0,0,0,-66.0,0.1858
1783,51,3,6,14,1,0,0,0,-75.0,0.1857
1784,100,0,10,23,1,0,0,0,-264.0,0.1855
1785,64,2,7,16,1,0,0,0,-159.0,0.1853
1786,169,2,16,30,0,4,0,1,-382.0,0.1851
1787,24,0,3,8,1,0,0,0,-90.0,0.1849
1788,87,1,10,37,1,2,0,0,-193.0,0.1847
1789,41,2,4,15,1,0,0,0,-76.0,0.1845
1790,16,0,2,8,1,0,0,0,-57.0,0.1844
1791,15,0,2,6,1,0,0,0,-62.0,0.1842
1792,41,0,5,12,1,0,0,0,-162.0,0.184
1793,29,1,4,10,1,0,0,0,-86.0,0.1838
1794,23,0,3,8,1,0,0,0,-90.0,0.1836
1795,53,1,5,11,0,0,0,1,-129.0,0.1834
1796,25,1,3,9,1,0,0,0,-71.0,0.1833
1797,57,1,5,14,1,0,0,0,-50.0,0.1831
1798,125,0,10,25,0,0,0,1,-156.0,0.1829
1799,13,0,2,5,1,0,0,0,-84.0,0.1827
1800,22,0,3,10,1,0,0,0,-75.0,0.1825
1801,61,2,7,25,1,0,0,0,-94.0,0.1823
1802,85,1,6,16,0,1,0,1,-264.0,0.1822
1803,23,1,3,10,1,0,0,0,-71.0,0.182
1804,91,4,7,23,1,2,0,0,-129.0,0.1818
1805,94,2,8,14,0,1,0,1,-159.0,0.1816
1806,71,2,8,19,1,0,0,0,-123.0,0.1814
1807,22,0,3,8,1,0,0,0,-76.0,0.1813
1808,6,0,1,2,1,0,0,0,-39.0,0.1811
1809,39,0,5,15,1,0,0,0,-119.0,0.1809
1810,28,1,3,9,1,0,0,0,-84.0,0.1807
1811,5,0,1,3,1,0,0,0,-69.0,0.1805
1812,5,0,1,3,1,0,0,0,-69.0,0.1803
1813,147,2,12,31,1,0,0,0,-239.0,0.1802
1814,5,0,1,3,1,0,0,0,-69.0,0.18
1815,6,0,1,3,1,0,0,0,-61.0,0.1798
1816,7,0,1,3,1,0,0,0,-49.0,0.1796
1817,348,3,20,31,1,0,0,0,-888.0,0.1794
1818,15,0,2,4,1,0,0,0,-85.0,0.1793
1819,28,3,4,10,1,0,0,0,-54.0,0.1791
1820,5,0,1,3,1,0,0,0,-69.0,0.1789
1821,13,0,2,3,1,0,0,0,-68.0,0.1787
1822,48,2,6,20,1,0,0,0,-82.0,0.1786
1823,14,0,2,7,1,0,0,0,-74.0,0.1784
1824,76,2,8,24,1,0,0,0,-120.0,0.1782
1825,25,1,3,10,1,0,0,0,-98.0,0.178
1826,92,1,10,21,1,0,0,0,-220.0,0.1778
1827,6,0,1,3,1,0,0,0,-41.0,0.1777
1828,14,0,2,9,1,0,0,0,-38.0,0.1775
1829,43,0,5,15,0,0,0,1,-77.0,0.1773
1830,93,1,10,26,1,0,0,0,-228.0,0.1771
1831,29,0,4,14,1,0,0,0,-56.0,0.177
1832,87,0,11,29,1,0,0,0,-179.0,0.1768
1833,6,0,1,3,1,0,0,0,-36.0,0.1766
1834,14,0,2,7,1,0,0,0,-54.0,0.1764
1835,18,2,2,8,1,0,0,0,-35.0,0.1762
1836,25,1,3,10,1,0,0,0,-61.0,0.1761
1837,13,0,2,8,1,0,0,0,-56.0,0.1759
1838,6,0,1,3,1,0,0,0,-36.0,0.1757
1839,160,2,14,31,1,1,0,0,-232.0,0.1755
1840,24,2,3,7,1,0,0,0,-30.0,0.1754
1841,6,0,1,3,1,0,0,0,-36.0,0.1752
1842,7,0,1,2,1,0,0,0,-37.0,0.175
1843,13,0,2,6,1,0,0,0,-69.0,0.1748
1844,17,1,2,3,1,0,0,0,-60.0,0.1747
1845,21,0,3,8,1,0,0,0,-100.0,0.1745
1846,14,0,2,7,1,0,0,0,-64.0,0.1743
1847,30,0,4,10,1,0,0,0,-101.0,0.1741
1848,81,2,7,15,1,0,0,0,-212.0,0.174
1849,45,1,6,13,1,0,0,0,-129.0,0.1738
1850,56,1,6,15,1,0,0,0,-111.0,0.1736
1851,37,1,5,18,1,0,0,0,-112.0,0.1734
1852,5,0,1,4,1,0,0,0,-66.0,0.1733
1853,23,1,3,9,1,0,0,0,-76.0,0.1731
1854,7,0,1,1,1,0,0,0,-56.0,0.1729
1855,29,0,4,13,1,0,0,0,-90.0,0.1728
1856,20,0,3,7,1,0,0,0,-59.0,0.1726
1857,54,1,6,15,1,0,0,0,-102.0,0.1724
1858,117,1,12,19,1,0,0,0,-248.0,0.1722
1859,5,0,1,1,1,0,0,0,-63.0,0.1721
1860,73,3,8,27,1,1,0,0,-117.0,0.1719
1861,13,0,2,9,1,0,0,0,-50.0,0.1717
1862,6,0,1,3,1,0,0,0,-36.0,0.1715
1863,6,0,1,3,1,0,0,0,-39.0,0.1714
1864,13,0,2,4,1,0,0,0,-73.0,0.1712
1865,200,4,13,14,1,0,0,0,-516.0,0.171
1866,38,1,5,11,1,0,0,0,-130.0,0.1709
1867,14,0,2,6,1,0,0,0,-65.0,0.1707
1868,91,1,9,20,1,0,0,0,-260.0,0.1705
1869,7,0,1,2,1,0,0,0,-45.0,0.1704
1870,7,0,1,3,1,0,0,0,-44.0,0.1702
1871,35,1,3,9,1,0,0,0,-113.0,0.17
1872,23,0,3,10,1,0,0,0,-76.0,0.1698
1873,5,0,1,4,1,0,0,0,-66.0,0.1697
1874,5,0,1,3,1,0,0,0,-69.0,0.1695
1875,18,1,2,5,1,0,0,0,-72.0,0.1693
1876,59,2,6,17,1,0,0,0,-100.0,0.1692
1877,6,0,1,3,1,0,0,0,-41.0,0.169
1878,7,0,1,3,1,0,0,0,-34.0,0.1688
1879,92,3,8,32,1,0,0,0,-141.0,0.1687
1880,5,0,1,3,1,0,0,0,-69.0,0.1685
1881,7,0,1,1,1,0,0,0,-50.0,0.1683
1882,241,2,18,33,1,0,0,0,-645.0,0.1682
1883,16,1,2,3,1,0,0,0,-68.0,0.168
1884,22,0,3,9,1,0,0,0,-79.0,0.1678
1885,278,4,17,37,1,1,0,0,-643.0,0.1676
1886,221,3,16,22,1,1,0,0,-457.0,0.1675
1887,35,1,5,15,1,0,0,0,-113.0,0.1673
1888,5,0,1,4,1,0,0,0,-66.0,0.1671
1889,45,0,5,14,1,0,0,0,-120.0,0.167
1890,18,1,2,5,1,0,0,0,-32.0,0.1668
1891,30,0,4,11,1,0,0,0,-92.0,0.1666
1892,51,0,6,18,1,0,0,0,-147.0,0.1665
1893,13,0,2,5,1,0,0,0,-52.0,0.1663
1894,7,0,1,3,1,0,0,0,-47.0,0.1661
1895,50,3,4,14,1,0,0,0,-41.0,0.166
1896,124,1,12,32,1,1,0,0,-298.0,0.1658
1897,5,0,1,3,1,0,0,0,-69.0,0.1656
1898,5,0,1,3,1,0,0,0,-69.0,0.1655
1899,51,1,6,23,1,1,0,0,-84.0,0.1653
1900,5,0,1,3,1,0,0,0,-69.0,0.1652
1901,13,0,2,5,1,0,0,0,-68.0,0.165
1902,119,0,12,25,1,2,0,0,-286.0,0.1648
1903,65,0,7,25,1,0,0,0,-97.0,0.1647
1904,6,0,1,2,1,0,0,0,-42.0,0.1645
1905,213,5,16,28,1,0,0,0,-523.0,0.1643
1906,38,1,5,18,1,0,0,0,-48.0,0.1642
1907,6,0,1,3,1,0,0,0,-41.0,0.164
1908,17,1,2,5,1,0,0,0,-69.0,0.1638
1909,16,0,2,7,1,0,0,0,-49.0,0.1637
1910,128,4,14,26,1,0,0,0,-215.0,0.1635
1911,6,0,1,3,1,0,0,0,-41.0,0.1633
1912,61,2,8,24,1,0,0,0,-123.0,0.1632
1913,31,0,4,9,1,0,0,0,-123.0,0.163
1914,7,0,1,2,1,0,0,0,-47.0,0.1629
1915,6,0,1,3,1,0,0,0,-36.0,0.1627
1916,57,2,6,18,1,0,0,0,-128.0,0.1625
1917,7,0,1,3,1,0,0,0,-44.0,0.1624
1918,49,2,5,10,1,0,0,0,-117.0,0.1622
1919,83,2,8,24,1,0,0,0,-145.0,0.162
1920,7,0,1,2,1,0,0,0,-49.0,0.1619
1921,5,0,1,4,1,0,0,0,-66.0,0.1617
1922,56,1,5,16,1,0,0,0,-144.0,0.1616
1923,45,1,5,18,1,0,0,0,-68.0,0.1614
1924,400,4,30,24,0,1,0,0,-1305.0,0.1612
1925,21,0,3,8,1,0,0,0,-96.0,0.1611
1926,45,1,6,21,1,0,0,0,-53.0,0.1609
1927,15,1,2,7,1,0,0,0,-48.0,0.1607
1928,25,1,3,10,1,0,0,0,-64.0,0.1606
1929,6,0,1,1,1,0,0,0,-61.0,0.1604
1930,42,2,5,13,1,0,0,0,-115.0,0.1603
1931,8,0,1,3,1,0,0,0,-53.0,0.1601
1932,99,4,9,24,0,0,0,1,-56.0,0.1599
1933,149,6,10,20,1,0,0,0,-333.0,0.1598
1934,14,0,2,8,1,0,0,0,-49.0,0.1596
1935,58,3,6,18,1,0,0,0,-110.0,0.1595
1936,39,1,4,17,1,0,0,0,-94.0,0.1593
1937,400,6,17,33,0,1,0,0,-809.0,0.1591
1938,35,0,5,14,1,0,0,0,-87.0,0.159
1939,56,0,7,21,1,2,0,0,-131.0,0.1588
1940,15,0,2,5,1,0,0,0,-80.0,0.1587
1941,311,4,12,32,1,3,1,0,-289.0,0.1585
1942,6,0,1,3,1,0,0,0,-39.0,0.1584
1943,31,1,3,8,1,0,0,0,-107.0,0.1582
1944,239,3,17,28,1,0,0,0,-479.0,0.158
1945,6,0,1,3,1,0,0,0,-36.0,0.1579
1946,5,0,1,3,1,0,0,0,-69.0,0.1577
1947,14,0,2,9,1,0,0,0,-25.0,0.1576
1948,87,2,8,27,1,2,0,0,-168.0,0.1574
1949,5,0,1,4,1,0,0,0,-66.0,0.1572
1950,14,0,2,8,1,0,0,0,-57.0,0.1571
1951,33,0,4,10,1,0,0,0,-117.0,0.1569
1952,14,1,2,2,1,0,0,0,-71.0,0.1568
1953,5,0,1,4,1,0,0,0,-66.0,0.1566
1954,5,0,1,4,1,0,0,0,-66.0,0.1565
1955,9,0,1,2,1,0,0,0,-55.0,0.1563
1956,74,1,8,23,1,0,0,0,-114.0,0.1562
1957,21,0,3,8,1,0,0,0,-81.0,0.156
1958,43,1,6,13,1,0,0,0,-127.0,0.1558
1959,62,2,6,19,1,0,0,0,-105.0,0.1557
1960,200,4,16,28,1,0,1,0,-321.0,0.1555
1961,6,0,1,3,1,0,0,0,-36.0,0.1554
1962,21,0,3,10,1,0,0,0,-82.0,0.1552
1963,5,0,1,3,1,0,0,0,-69.0,0.1551
1964,56,1,5,13,1,0,0,0,-148.0,0.1549
1965,154,2,12,25,1,0,0,0,-274.0,0.1548
1966,38,1,4,10,1,0,0,0,-124.0,0.1546
1967,15,1,2,6,1,0,0,0,-49.0,0.1544
1968,53,0,6,14,1,0,0,0,-168.0,0.1543
1969,9,0,1,1,1,0,0,0,-62.0,0.1541
1970,28,0,4,13,1,0,0,0,-63.0,0.154
1971,22,0,3,12,1,0,0,0,-69.0,0.1538
1972,13,0,2,5,1,0,0,0,-84.0,0.1537
1973,21,2,2,9,1,0,0,0,-47.0,0.1535
1974,38,2,4,11,1,0,0,0,-96.0,0.1534
1975,22,0,3,7,1,0,0,0,-89.0,0.1532
1976,65,2,7,20,1,0,0,0,-138.0,0.1531
1977,137,2,10,23,1,1,0,0,-244.0,0.1529
1978,66,2,7,19,1,0,0,0,-136.0,0.1528
1979,22,0,3,8,1,0,0,0,-92.0,0.1526
1980,116,4,8,28,1,1,0,0,-217.0,0.1524
1981,73,0,6,13,1,0,0,0,-171.0,0.1523
1982,103,1,11,22,1,0,0,0,-185.0,0.1521
1983,7,0,1,2,1,0,0,0,-47.0,0.152
1984,67,1,7,21,1,0,0,0,-149.0,0.1518
1985,23,0,3,9,1,0,0,0,-91.0,0.1517
1986,85,3,7,19,0,0,0,1,-107.0,0.1515
1987,46,1,4,11,1,0,0,0,-135.0,0.1514
1988,45,1,5,15,1,1,0,0,-122.0,0.1512
1989,82,1,5,19,1,0,0,0,-133.0,0.1511
1990,134,2,9,15,1,1,0,0,-250.0,0.1509
1991,5,0,1,2,1,0,0,0,-72.0,0.1508
1992,28,1,3,7,1,0,0,0,-89.0,0.1506
1993,22,0,3,8,1,0,0,0,-86.0,0.1505
1994,59,1,6,13,1,0,0,0,-129.0,0.1503
1995,92,1,9,26,1,0,0,0,-133.0,0.1502
1996,22,0,3,14,1,0,0,0,-57.0,0.15
1997,65,1,7,18,0,0,0,1,-137.0,0.1499
1998,7,0,1,4,1,0,0,0,-78.0,0.1497
1999,79,1,7,17,1,1,1,0,-116.0,0.1496
2000,51,1,6,13,0,0,0,1,-100.0,0.1494
2001,25,1,3,7,1,0,0,0,-67.0,0.1493
2002,7,0,1,3,1,0,0,0,-46.0,0.1491
2003,19,1,2,6,1,0,0,0,-63.0,0.149
2004,21,0,3,7,1,0,0,0,-75.0,0.1488
2005,21,0,3,10,1,0,0,0,-74.0,0.1487
2006,16,0,2,6,1,0,0,0,-81.0,0.1485
2007,50,1,6,19,1,0,0,0,-47.0,0.1484
2008,37,0,5,12,1,0,0,0,-89.0,0.1482
2009,163,4,11,21,1,1,0,0,-283.0,0.1481
2010,7,0,1,3,1,0,0,0,-40.0,0.1479
2011,67,4,4,14,1,0,0,0,-21.0,0.1478
2012,278,4,15,32,0,2,0,1,-584.0,0.1476
2013,131,3,11,23,1,0,0,0,-118.0,0.1475
2014,51,1,6,13,1,0,0,0,-183.0,0.1473
2015,23,0,3,8,1,0,0,0,-57.0,0.1472
2016,217,4,17,29,1,3,1,0,-346.0,0.1471
2017,85,2,6,17,1,0,0,0,-56.0,0.1469
2018,272,2,15,25,1,0,0,0,-573.0,0.1468
2019,87,2,9,24,1,0,0,0,-170.0,0.1466
2020,67,1,5,17,1,1,0,0,-155.0,0.1465
2021,13,0,2,8,1,0,0,0,-37.0,0.1463
2022,58,2,6,23,1,0,0,0,-70.0,0.1462
2023,46,2,5,14,1,0,0,0,-58.0,0.146
2024,75,0,8,21,1,0,0,0,-147.0,0.1459
2025,30,1,4,9,1,0,0,0,-110.0,0.1457
2026,44,1,5,15,1,1,0,0,-103.0,0.1456
2027,7,0,1,3,1,0,0,0,-44.0,0.1454
2028,59,1,7,22,1,0,0,0,-123.0,0.1453
2029,143,2,13,38,1,0,1,0,-183.0,0.1452
2030,127,4,9,17,1,1,0,0,-110.0,0.145
2031,25,0,3,8,1,0,0,0,-100.0,0.1449
2032,92,1,10,37,1,0,0,0,-128.0,0.1447
2033,13,0,2,5,1,0,0,0,-87.0,0.1446
2034,102,2,8,15,1,0,0,0,-237.0,0.1444
2035,55,4,5,18,1,0,0,0,-28.0,0.1443
2036,47,2,5,10,1,0,0,0,-152.0,0.1441
2037,32,1,4,14,1,0,0,0,-65.0,0.144
2038,6,0,1,2,1,0,0,0,-42.0,0.1439
2039,42,1,4,12,1,0,0,0,-114.0,0.1437
2040,7,0,1,2,1,0,0,0,-37.0,0.1436
2041,64,4,6,24,1,0,0,0,-18.0,0.1434
2042,153,4,13,32,1,1,0,0,-211.0,0.1433
2043,6,0,1,1,1,0,0,0,-42.0,0.1431
2044,38,2,4,11,1,0,0,0,-60.0,0.143
2045,22,0,3,8,1,0,0,0,-86.0,0.1428
2046,15,0,2,5,1,0,0,0,-52.0,0.1427
2047,19,1,2,9,1,0,0,0,-36.0,0.1426
2048,5,0,1,2,1,0,0,0,-72.0,0.1424
2049,37,0,5,15,1,0,0,0,-106.0,0.1423
2050,192,5,15,38,1,2,0,0,-331.0,0.1421
2051,34,0,5,14,1,0,0,0,-66.0,0.142
2052,83,3,8,27,1,0,0,0,-145.0,0.1419
2053,21,0,3,11,1,0,0,0,-73.0,0.1417
2054,13,0,2,6,1,0,0,0,-53.0,0.1416
2055,102,2,9,17,1,0,0,0,-239.0,0.1414
2056,14,0,2,5,1,0,0,0,-54.0,0.1413
2057,98,2,9,33,1,1,0,0,-164.0,0.1411
2058,7,0,1,2,1,0,0,0,-47.0,0.141
2059,15,1,2,5,1,0,0,0,-55.0,0.1409
2060,22,0,3,10,1,0,0,0,-92.0,0.1407
2061,5,0,1,2,1,0,0,0,-72.0,0.1406
2062,69,0,7,23,1,0,0,0,-107.0,0.1404
2063,181,2,17,45,1,2,0,0,-185.0,0.1403
2064,75,2,6,19,1,0,0,0,-137.0,0.1402
2065,7,0,1,2,1,0,0,0,-47.0,0.14
2066,400,3,35,42,0,1,0,0,-1166.0,0.1399
2067,7,0,1,3,1,0,0,0,-50.0,0.1397
2068,55,1,6,17,0,0,0,1,-98.0,0.1396
2069,38,0,5,17,1,0,0,0,-90.0,0.1395
2070,31,0,4,12,1,0,0,0,-98.0,0.1393
2071,72,2,6,15,0,0,0,1,-85.0,0.1392
2072,41,0,5,8,1,0,0,0,-154.0,0.139
2073,239,2,20,37,1,3,0,0,-397.0,0.1389
2074,54,1,6,17,1,0,0,0,-131.0,0.1388
2075,5,0,1,3,1,0,0,0,-69.0,0.1386
2076,34,1,4,12,1,0,0,0,-62.0,0.1385
2077,41,2,4,16,1,0,0,0,-40.0,0.1383
2078,22,0,3,10,1,0,0,0,-84.0,0.1382
2079,36,1,4,16,1,0,0,0,-72.0,0.1381
2080,155,5,14,34,1,3,0,0,-222.0,0.1379
2081,400,2,25,27,0,0,0,0,-1097.0,0.1378
2082,14,1,2,3,1,0,0,0,-69.0,0.1377
2083,48,1,5,16,1,0,0,0,-123.0,0.1375
2084,5,0,1,3,1,0,0,0,-69.0,0.1374
2085,76,1,8,18,1,0,0,0,-118.0,0.1372
2086,13,0,2,5,1,0,0,0,-64.0,0.1371
2087,91,1,10,20,1,0,0,0,-138.0,0.137
2088,7,0,1,2,1,0,0,0,-47.0,0.1368
2089,25,1,3,12,1,0,0,0,-55.0,0.1367
2090,121,2,9,25,1,0,0,0,-286.0,0.1366
2091,26,1,3,9,1,0,0,0,-71.0,0.1364
2092,22,0,3,8,1,0,0,0,-46.0,0.1363
2093,5,0,1,4,1,0,0,0,-66.0,0.1362
2094,23,1,3,8,1,0,0,0,-75.0,0.136
2095,54,0,5,10,1,1,0,0,-132.0,0.1359
2096,7,0,1,3,1,0,0,0,-44.0,0.1357
2097,22,0,3,11,1,0,0,0,-82.0,0.1356
2098,36,0,5,19,1,0,0,0,-103.0,0.1355
2099,13,0,2,5,1,0,0,0,-68.0,0.1353
2100,40,2,5,17,1,0,0,0,-75.0,0.1352
2101,39,1,4,10,1,0,0,0,-131.0,0.1351
2102,5,0,1,3,1,0,0,0,-25.0,0.1349
2103,48,1,5,18,1,0,0,0,-53.0,0.1348
2104,35,2,4,15,1,0,0,0,-45.0,0.1347
2105,45,0,6,18,1,0,0,0,-80.0,0.1345
2106,66,0,8,24,1,0,0,0,-57.0,0.1344
2107,72,2,6,18,1,0,0,0,-98.0,0.1343
2108,176,4,14,29,1,0,0,0,-305.0,0.1341
2109,25,0,3,8,1,0,0,0,-65.0,0.134
2110,43,2,5,21,1,0,0,0,-87.0,0.1339
2111,22,0,3,10,1,0,0,0,-59.0,0.1337
2112,155,3,10,22,0,3,0,1,-129.0,0.1336
2113,33,0,4,8,1,0,0,0,-128.0,0.1335
2114,332,3,36,42,1,0,0,0,-971.0,0.1333
2115,5,0,1,4,1,0,0,0,-66.0,0.1332
2116,8,0,1,5,1,0,0,0,-51.0,0.1331
2117,13,0,2,8,1,0,0,0,-63.0,0.1329
2118,7,0,1,2,1,0,0,0,-47.0,0.1328
2119,31,1,4,7,1,0,0,0,-95.0,0.1327
2120,7,0,1,3,1,0,0,0,-44.0,0.1325
2121,23,0,3,7,1,0,0,0,-105.0,0.1324
2122,400,5,34,37,0,0,0,0,-1204.0,0.1323
2123,54,0,7,19,1,0,1,0,-104.0,0.1321
2124,143,2,12,35,0,2,0,1,-243.0,0.132
2125,104,2,7,14,0,2,0,1,-232.0,0.1319
2126,152,3,12,18,1,0,0,0,-208.0,0.1317
2127,23,0,3,9,1,0,0,0,-54.0,0.1316
2128,45,1,5,11,1,0,0,0,-84.0,0.1315
2129,7,0,1,2,1,0,0,0,-37.0,0.1313
2130,59,2,6,25,1,1,0,0,-96.0,0.1312
2131,13,0,2,5,1,0,0,0,-56.0,0.1311
2132,5,0,1,3,1,0,0,0,-41.0,0.1309
2133,25,0,3,10,1,0,0,0,-84.0,0.1308
2134,29,0,4,9,1,0,0,0,-93.0,0.1307
2135,41,0,5,14,1,0,0,0,-95.0,0.1305
2136,313,5,23,44,1,0,0,0,-704.0,0.1304
2137,7,0,1,5,1,0,0,0,-27.0,0.1303
2138,18,1,2,6,1,0,0,0,-57.0,0.1302
2139,22,0,3,3,1,0,0,0,-133.0,0.13
2140,106,1,10,22,1,0,0,0,-289.0,0.1299
2141,38,0,5,12,1,0,0,0,-130.0,0.1298
2142,9,0,1,3,1,0,0,0,-59.0,0.1296
2143,39,1,5,18,1,0,0,0,-59.0,0.1295
2144,82,1,9,25,1,0,0,0,-60.0,0.1294
2145,48,1,5,16,1,0,0,0,-51.0,0.1292
2146,6,0,1,3,1,0,0,0,-36.0,0.1291
2147,400,5,33,36,0,0,0,0,-1194.0,0.129
2148,400,1,28,28,0,0,0,0,-1231.0,0.1289
2149,53,1,5,20,1,0,0,0,-83.0,0.1287
2150,132,3,9,16,1,1,0,0,-296.0,0.1286
2151,339,4,24,26,1,2,0,0,-714.0,0.1285
2152,164,2,13,27,1,1,0,0,-226.0,0.1283
2153,23,0,3,9,1,0,0,0,-93.0,0.1282
2154,74,1,8,23,1,0,0,0,-152.0,0.1281
2155,78,1,6,15,1,0,0,0,-82.0,0.128
2156,24,0,3,8,1,0,0,0,-110.0,0.1278
2157,195,2,15,32,0,0,0,1,-391.0,0.1277
2158,41,1,5,15,1,0,0,0,-102.0,0.1276
2159,15,2,2,6,1,0,0,0,-41.0,0.1275
2160,400,3,35,37,0,1,0,0,-1046.0,0.1273
2161,46,1,5,15,1,0,0,0,-65.0,0.1272
2162,32,1,4,12,1,0,0,0,-75.0,0.1271
2163,64,1,6,12,0,0,0,1,-97.0,0.1269
2164,400,5,24,40,0,4,1,0,-386.0,0.1268
2165,173,2,9,15,1,2,0,0,-351.0,0.1267
2166,54,2,6,26,1,0,0,0,-63.0,0.1266
2167,116,1,11,30,1,0,0,0,-211.0,0.1264
2168,22,0,3,9,1,0,0,0,-95.0,0.1263
2169,400,4,28,46,0,4,0,0,-606.0,0.1262
2170,6,0,1,2,1,0,0,0,-39.0,0.1261
2171,169,3,15,39,1,1,0,0,-320.0,0.1259
2172,97,2,10,17,1,0,0,0,-207.0,0.1258
2173,36,1,4,16,1,0,0,0,-88.0,0.1257
2174,400,6,35,33,0,0,0,0,-1146.0,0.1256
2175,105,4,9,30,1,1,0,0,-121.0,0.1254
2176,63,1,7,22,0,0,0,1,-75.0,0.1253
2177,51,1,6,18,1,0,0,0,-73.0,0.1252
2178,6,0,1,1,1,0,0,0,-42.0,0.1251
2179,6,0,1,3,1,0,0,0,-36.0,0.1249
2180,24,0,3,8,1,0,0,0,-76.0,0.1248
2181,62,1,6,22,1,0,0,0,-68.0,0.1247
2182,74,2,6,25,1,0,0,0,-96.0,0.1246
2183,32,1,4,8,1,0,0,0,-84.0,0.1244
2184,400,4,22,33,0,0,0,0,-860.0,0.1243
2185,21,1,3,10,1,0,0,0,-70.0,0.1242
2186,100,2,8,21,0,0,0,1,-100.0,0.1241
2187,190,3,12,32,0,0,0,1,-395.0,0.1239
2188,15,1,2,7,1,0,0,0,-48.0,0.1238
2189,56,1,6,20,1,0,0,0,-88.0,0.1237
2190,78,1,9,25,0,2,0,1,-184.0,0.1236
2191,7,0,1,2,1,0,0,0,-47.0,0.1234
2192,80,1,9,27,1,0,0,0,-85.0,0.1233
2193,86,2,9,28,1,1,0,0,-161.0,0.1232
2194,5,0,1,3,1,0,0,0,-69.0,0.1231
2195,21,0,3,5,1,0,0,0,-119.0,0.1229
2196,88,1,11,29,1,0,0,0,-218.0,0.1228
2197,38,0,5,10,1,0,0,0,-118.0,0.1227
2198,26,1,3,13,1,0,0,0,-48.0,0.1226
2199,7,0,1,3,1,0,0,0,-44.0,0.1225
2200,135,3,9,21,0,1,1,1,-185.0,0.1223
2201,15,1,2,7,1,0,0,0,-56.0,0.1222
2202,22,0,3,10,1,0,0,0,-70.0,0.1221
2203,38,0,5,15,1,0,0,0,-104.0,0.122
2204,36,1,4,8,1,0,0,0,-110.0,0.1218
2205,326,5,23,37,1,2,0,0,-377.0,0.1217
2206,104,2,9,20,0,3,1,1,-166.0,0.1216
2207,50,3,5,15,1,0,0,0,-103.0,0.1215
2208,20,0,3,10,1,0,0,0,-37.0,0.1214
2209,36,1,4,16,1,0,0,0,-47.0,0.1212
2210,41,1,5,20,0,0,0,1,-43.0,0.1211
2211,13,0,2,5,1,0,0,0,-50.0,0.121
2212,58,2,6,23,1,0,0,0,-120.0,0.1209
2213,383,4,31,39,0,0,0,1,-899.0,0.1207
2214,61,2,5,11,1,0,0,0,-124.0,0.1206
2215,104,5,11,33,1,0,0,0,-89.0,0.1205
2216,30,2,3,13,1,0,0,0,-46.0,0.1204
2217,25,1,3,12,1,0,0,0,-57.0,0.1203
2218,78,1,9,27,1,0,0,0,-204.0,0.1201
2219,33,1,4,14,1,0,0,0,-95.0,0.12
2220,173,2,12,27,0,1,0,1,-163.0,0.1199
2221,34,1,4,11,1,0,0,0,-74.0,0.1198
