round,steps,coins_collected,bombs_dropped,crates_destroyed,killed_self,invalid_actions,kills,killed_by_opponent,total_reward,epsilon
2222,23,1,3,8,1,0,0,0,-70.0,0.1197
2223,307,2,30,34,1,4,2,0,-608.0,0.1195
2224,15,0,2,8,1,0,0,0,-65.0,0.1194
2225,157,5,15,42,1,0,0,0,-213.0,0.1193
2226,68,3,7,30,0,1,0,1,-16.0,0.1192
2227,400,2,20,26,0,1,0,0,-457.0,0.1191
2228,7,0,1,3,1,0,0,0,-81.0,0.1189
2229,74,2,8,19,1,0,0,0,-154.0,0.1188
2230,48,0,3,5,1,0,0,0,-234.0,0.1187
2231,6,0,1,1,1,0,0,0,-42.0,0.1186
2232,400,3,28,38,0,1,2,0,-536.0,0.1185
2233,355,4,24,37,0,1,0,1,-548.0,0.1184
2234,7,0,1,3,1,0,0,0,-34.0,0.1182
2235,21,0,3,13,1,0,0,0,-56.0,0.1181
2236,66,2,5,16,0,0,0,1,-87.0,0.118
2237,39,0,4,14,1,0,0,0,-104.0,0.1179
2238,158,1,11,27,1,0,0,0,-313.0,0.1178
2239,395,5,30,44,1,2,1,0,-732.0,0.1176
2240,25,0,3,9,1,0,0,0,-95.0,0.1175
2241,205,5,14,43,1,0,0,0,-272.0,0.1174
2242,23,0,3,14,1,0,0,0,-55.0,0.1173
2243,130,2,10,24,1,1,0,0,-186.0,0.1172
2244,70,0,9,34,1,0,0,0,-168.0,0.1171
2245,25,1,3,8,1,0,0,0,-76.0,0.1169
2246,21,0,3,7,1,0,0,0,-89.0,0.1168
2247,24,2,3,9,1,0,0,0,-54.0,0.1167
2248,13,0,2,4,1,0,0,0,-73.0,0.1166
2249,21,0,3,8,1,0,0,0,-61.0,0.1165
2250,63,0,8,22,1,0,0,0,-178.0,0.1164
2251,25,1,3,9,1,0,0,0,-54.0,0.1162
2252,48,1,6,17,1,0,0,0,-132.0,0.1161
2253,22,0,3,10,1,0,0,0,-80.0,0.116
2254,87,1,10,18,1,0,1,0,-208.0,0.1159
2255,52,2,6,16,1,0,0,0,-121.0,0.1158
2256,13,0,2,3,1,0,0,0,-93.0,0.1157
2257,13,0,2,3,1,0,0,0,-76.0,0.1155
2258,30,2,4,11,1,0,0,0,-48.0,0.1154
2259,7,0,1,3,1,0,0,0,-44.0,0.1153
2260,20,0,3,8,1,0,0,0,-99.0,0.1152
2261,16,1,2,5,1,0,0,0,-64.0,0.1151
2262,17,1,2,6,1,0,0,0,-63.0,0.115
2263,20,1,3,7,1,0,0,0,-71.0,0.1149
2264,13,0,2,4,1,0,0,0,-87.0,0.1147
2265,240,1,21,31,1,0,0,0,-485.0,0.1146
2266,13,0,2,5,1,0,0,0,-84.0,0.1145
2267,21,0,3,7,1,0,0,0,-85.0,0.1144
2268,29,0,4,5,1,0,0,0,-133.0,0.1143
2269,14,0,2,3,1,0,0,0,-84.0,0.1142
2270,46,2,6,13,1,0,0,0,-128.0,0.1141
2271,5,0,1,3,1,0,0,0,-49.0,0.1139
2272,13,0,2,5,1,0,0,0,-82.0,0.1138
2273,21,0,3,8,1,0,0,0,-90.0,0.1137
2274,14,0,2,3,1,0,0,0,-98.0,0.1136
2275,51,0,7,12,1,0,0,0,-134.0,0.1135
2276,14,0,2,4,1,0,0,0,-98.0,0.1134
2277,13,0,2,4,1,0,0,0,-87.0,0.1133
2278,13,1,2,3,1,0,0,0,-62.0,0.1131
2279,15,0,2,4,1,0,0,0,-103.0,0.113
2280,5,0,1,3,1,0,0,0,-69.0,0.1129
2281,5,0,1,3,1,0,0,0,-49.0,0.1128
2282,69,1,9,11,0,0,0,1,-254.0,0.1127
2283,14,0,2,5,1,0,0,0,-78.0,0.1126
2284,53,1,7,25,1,0,0,0,-68.0,0.1125
2285,21,1,3,9,1,0,0,0,-58.0,0.1124
2286,7,0,1,2,1,0,0,0,-47.0,0.1122
2287,29,0,4,12,1,0,0,0,-80.0,0.1121
2288,208,3,14,30,0,2,1,0,-296.0,0.112
2289,253,1,17,24,0,0,0,1,-456.0,0.1119
2290,144,4,13,36,1,1,0,0,-195.0,0.1118
2291,133,1,9,25,1,2,0,0,-218.0,0.1117
2292,25,1,3,9,1,0,0,0,-67.0,0.1116
2293,102,0,11,32,1,0,0,0,-197.0,0.1115
2294,6,0,1,3,1,0,0,0,-41.0,0.1113
2295,13,0,2,5,1,0,0,0,-70.0,0.1112
2296,165,4,12,32,1,1,0,0,-238.0,0.1111
2297,16,1,2,6,1,0,0,0,-35.0,0.111
2298,93,4,8,29,1,0,0,0,-160.0,0.1109
2299,80,1,9,22,1,0,0,0,-137.0,0.1108
2300,400,0,20,31,0,3,0,0,-675.0,0.1107
2301,59,3,6,6,0,1,0,1,-122.0,0.1106
2302,250,3,16,27,0,1,0,0,-393.0,0.1105
2303,51,2,5,12,1,0,0,0,-98.0,0.1103
2304,159,6,12,33,1,0,0,0,-301.0,0.1102
2305,400,2,32,22,0,0,0,0,-1326.0,0.1101
2306,63,3,8,24,1,1,0,0,-77.0,0.11
2307,6,0,1,3,1,0,0,0,-39.0,0.1099
2308,400,5,25,36,0,0,0,0,-1072.0,0.1098
2309,86,4,7,21,1,0,1,0,-123.0,0.1097
2310,103,4,9,19,1,0,1,0,-201.0,0.1096
2311,64,1,7,18,0,0,1,1,-84.0,0.1095
2312,41,1,5,18,1,0,0,0,-97.0,0.1094
2313,13,0,2,8,1,0,0,0,-53.0,0.1093
2314,378,4,22,43,0,2,0,1,-455.0,0.1091
2315,7,0,1,3,1,0,0,0,-44.0,0.109
2316,187,4,9,23,1,0,0,0,-473.0,0.1089
2317,7,0,1,3,1,0,0,0,-47.0,0.1088
2318,32,1,4,14,1,0,0,0,-37.0,0.1087
2319,184,4,11,25,1,0,0,0,-189.0,0.1086
2320,100,1,8,23,1,2,0,0,-232.0,0.1085
2321,400,2,40,33,0,0,0,0,-1210.0,0.1084
2322,56,0,7,14,1,0,0,0,-140.0,0.1083
2323,21,0,3,7,1,0,0,0,-93.0,0.1082
2324,57,2,7,16,1,1,0,0,-102.0,0.1081
2325,37,1,5,16,1,0,0,0,-63.0,0.1079
2326,46,1,6,11,1,0,0,0,-129.0,0.1078
2327,14,1,2,5,1,0,0,0,-45.0,0.1077
2328,6,0,1,3,1,0,0,0,-36.0,0.1076
2329,83,2,8,24,1,0,0,0,-86.0,0.1075
2330,95,1,9,21,1,0,0,0,-169.0,0.1074
2331,7,0,1,3,1,0,0,0,-44.0,0.1073
2332,52,0,6,14,1,0,0,0,-151.0,0.1072
2333,48,0,6,19,1,0,0,0,-78.0,0.1071
2334,400,2,41,39,0,0,0,0,-1152.0,0.107
2335,7,0,1,3,1,0,0,0,-34.0,0.1069
2336,108,2,10,28,1,0,0,0,-142.0,0.1068
2337,6,0,1,2,1,0,0,0,-39.0,0.1067
2338,5,0,1,3,1,0,0,0,-69.0,0.1066
2339,6,0,1,3,1,0,0,0,-36.0,0.1064
2340,192,3,14,36,1,2,0,0,-174.0,0.1063
2341,54,2,6,18,1,0,0,0,-123.0,0.1062
2342,400,4,26,32,0,0,0,0,-843.0,0.1061
2343,6,0,1,1,1,0,0,0,-42.0,0.106
2344,15,1,2,7,1,0,0,0,-48.0,0.1059
2345,38,2,4,20,1,0,0,0,-59.0,0.1058
2346,26,1,3,9,1,0,0,0,-88.0,0.1057
2347,95,0,9,21,1,0,0,0,-166.0,0.1056
2348,24,1,3,13,1,0,0,0,-36.0,0.1055
2349,125,3,12,32,1,2,0,0,-177.0,0.1054
2350,66,2,7,25,1,1,0,0,-55.0,0.1053
2351,21,0,3,10,1,0,0,0,-62.0,0.1052
2352,28,1,3,9,1,0,0,0,-89.0,0.1051
2353,38,0,5,14,1,0,0,0,-102.0,0.105
2354,93,0,8,19,0,0,0,1,-175.0,0.1049
2355,23,0,3,8,1,0,0,0,-93.0,0.1048
2356,21,0,3,13,1,0,0,0,-50.0,0.1047
2357,27,2,3,10,1,0,0,0,-79.0,0.1045
2358,21,0,3,9,1,0,0,0,-61.0,0.1044
2359,161,1,14,38,1,3,0,0,-221.0,0.1043
2360,27,1,3,11,1,0,0,0,-81.0,0.1042
2361,9,0,1,3,1,0,0,0,-43.0,0.1041
2362,39,3,4,20,1,0,0,0,-58.0,0.104
2363,22,0,3,7,1,0,0,0,-95.0,0.1039
2364,83,1,7,21,1,0,0,0,-104.0,0.1038
2365,400,5,24,30,0,0,0,0,-724.0,0.1037
2366,5,0,1,4,1,0,0,0,-66.0,0.1036
2367,114,4,7,20,0,1,0,1,-221.0,0.1035
2368,13,0,2,8,1,0,0,0,-31.0,0.1034
2369,22,0,3,8,1,0,0,0,-82.0,0.1033
2370,36,0,5,14,1,0,0,0,-96.0,0.1032
2371,7,0,1,2,1,0,0,0,-43.0,0.1031
2372,43,1,5,17,1,1,0,0,-68.0,0.103
2373,137,3,13,41,1,0,1,0,-173.0,0.1029
2374,5,0,1,2,1,0,0,0,-72.0,0.1028
2375,208,5,11,24,1,0,0,0,-352.0,0.1027
2376,42,1,5,15,1,0,0,0,-99.0,0.1026
2377,47,2,4,20,1,1,0,0,-89.0,0.1025
2378,17,1,2,6,1,0,0,0,-65.0,0.1024
2379,21,0,3,11,1,0,0,0,-42.0,0.1023
2380,153,3,14,39,1,0,0,0,-68.0,0.1022
2381,50,1,5,17,1,0,0,0,-78.0,0.1021
2382,50,3,5,14,1,0,0,0,-106.0,0.102
2383,101,1,12,38,0,0,0,1,-177.0,0.1019
2384,59,2,7,20,1,0,0,0,-54.0,0.1018
2385,400,4,31,41,0,1,0,0,-1074.0,0.1017
2386,31,1,4,11,1,0,0,0,-101.0,0.1016
2387,26,1,3,9,1,0,0,0,-79.0,0.1015
2388,7,0,1,3,1,0,0,0,-44.0,0.1014
2389,13,0,2,4,1,0,0,0,-73.0,0.1013
2390,91,4,10,31,1,0,0,0,-81.0,0.1012
2391,35,2,4,12,1,0,0,0,-78.0,0.101
2392,79,2,7,19,1,0,0,0,-167.0,0.1009
2393,192,7,15,29,0,0,0,1,-234.0,0.1008
2394,21,0,3,10,1,0,0,0,-57.0,0.1007
2395,89,2,7,16,1,0,0,0,-197.0,0.1006
2396,15,1,2,7,1,0,0,0,-46.0,0.1005
2397,118,0,10,26,1,0,1,0,-245.0,0.1004
2398,77,1,9,40,1,0,0,0,-32.0,0.1003
2399,35,0,5,17,1,0,0,0,-64.0,0.1002
2400,32,0,4,11,1,0,0,0,-80.0,0.1001
2401,6,0,1,2,1,0,0,0,-39.0,0.1
2402,32,0,4,15,1,0,0,0,-61.0,0.1
2403,21,0,3,4,1,0,0,0,-118.0,0.1
2404,64,0,6,19,1,0,0,0,-42.0,0.1
2405,177,2,12,28,1,1,0,0,-364.0,0.1
2406,24,2,3,13,1,0,0,0,-16.0,0.1
2407,33,1,4,13,1,0,0,0,-91.0,0.1
2408,13,0,2,8,1,0,0,0,-63.0,0.1
2409,44,1,6,13,1,0,0,0,-92.0,0.1
2410,17,0,2,6,1,0,0,0,-58.0,0.1
2411,13,0,2,5,1,0,0,0,-70.0,0.1
2412,13,0,2,4,1,0,0,0,-53.0,0.1
2413,13,0,2,5,1,0,0,0,-70.0,0.1
2414,37,0,5,13,1,0,0,0,-78.0,0.1
2415,20,0,3,6,1,0,0,0,-86.0,0.1
2416,13,0,2,4,1,0,0,0,-53.0,0.1
2417,21,0,3,7,1,0,0,0,-93.0,0.1
2418,63,0,8,16,1,0,0,0,-198.0,0.1
2419,5,0,1,3,1,0,0,0,-49.0,0.1
2420,25,1,3,7,1,0,0,0,-83.0,0.1
2421,15,1,2,5,1,0,0,0,-54.0,0.1
2422,400,2,39,40,0,0,0,0,-1215.0,0.1
2423,42,1,5,18,1,0,0,0,-85.0,0.1
2424,115,3,9,32,1,1,0,0,-180.0,0.1
2425,16,1,2,7,1,0,0,0,-52.0,0.1
2426,34,1,4,12,1,0,0,0,-84.0,0.1
2427,40,0,5,14,1,1,0,0,-118.0,0.1
2428,35,1,4,8,1,0,0,0,-112.0,0.1
2429,21,0,3,13,1,0,0,0,-52.0,0.1
2430,106,6,10,34,1,0,0,0,-86.0,0.1
2431,5,0,1,4,1,0,0,0,-66.0,0.1
2432,55,1,7,26,1,0,0,0,-23.0,0.1
2433,22,0,2,5,1,0,0,0,-128.0,0.1
2434,49,0,6,18,1,0,0,0,-120.0,0.1
2435,262,4,22,41,1,0,0,0,-579.0,0.1
2436,98,1,10,30,1,0,0,0,-156.0,0.1
2437,24,0,3,7,1,0,0,0,-79.0,0.1
2438,21,0,3,7,1,0,0,0,-85.0,0.1
2439,50,0,6,9,1,0,0,0,-169.0,0.1
2440,294,2,23,32,1,1,1,0,-552.0,0.1
2441,13,0,2,5,1,0,0,0,-70.0,0.1
2442,35,0,4,16,1,0,0,0,-84.0,0.1
2443,85,5,8,25,1,0,0,0,-128.0,0.1
2444,15,2,2,7,1,0,0,0,-38.0,0.1
2445,7,0,1,3,1,0,0,0,-44.0,0.1
2446,16,0,2,6,1,0,0,0,-79.0,0.1
2447,34,0,4,17,1,0,0,0,-69.0,0.1
2448,197,5,13,28,1,0,0,0,-335.0,0.1
2449,27,2,3,9,1,0,0,0,-36.0,0.1
2450,251,3,20,34,1,4,0,0,-395.0,0.1
2451,24,0,3,10,1,0,0,0,-81.0,0.1
2452,96,5,10,35,1,0,0,0,-114.0,0.1
2453,81,0,9,17,1,0,1,0,-166.0,0.1
2454,53,2,4,11,1,0,0,0,-48.0,0.1
2455,113,1,12,33,1,1,1,0,-152.0,0.1
2456,24,0,3,9,1,0,0,0,-71.0,0.1
2457,22,0,3,9,1,0,0,0,-83.0,0.1
2458,5,0,1,2,1,0,0,0,-72.0,0.1
2459,244,3,26,39,1,1,0,0,-434.0,0.1
2460,24,0,3,13,1,0,0,0,-65.0,0.1
2461,6,0,1,2,1,0,0,0,-58.0,0.1
2462,89,4,10,26,1,0,0,0,-87.0,0.1
2463,134,1,12,31,0,3,0,1,-197.0,0.1
2464,146,4,12,37,0,1,0,1,-97.0,0.1
2465,29,0,4,13,1,0,0,0,-81.0,0.1
2466,33,1,4,15,1,0,0,0,-73.0,0.1
2467,53,2,6,20,1,0,0,0,-109.0,0.1
2468,277,3,16,32,1,1,0,0,-564.0,0.1
2469,12,0,2,5,1,0,0,0,-73.0,0.1
2470,42,1,5,12,1,0,0,0,-84.0,0.1
2471,13,0,2,5,1,0,0,0,-68.0,0.1
2472,30,1,3,8,1,0,0,0,-117.0,0.1
2473,31,1,4,10,1,0,0,0,-79.0,0.1
2474,13,0,2,5,1,0,0,0,-87.0,0.1
2475,24,1,3,10,1,0,0,0,-58.0,0.1
2476,28,0,4,10,1,0,0,0,-88.0,0.1
2477,13,0,2,4,1,0,0,0,-80.0,0.1
2478,375,4,41,31,1,2,0,0,-1207.0,0.1
2479,52,2,6,18,1,0,0,0,-104.0,0.1
2480,22,2,2,9,1,0,0,0,-37.0,0.1
2481,22,0,3,11,1,0,0,0,-59.0,0.1
2482,29,0,4,8,1,0,0,0,-113.0,0.1
2483,16,0,2,5,1,0,0,0,-59.0,0.1
2484,57,2,5,17,1,0,1,0,-39.0,0.1
2485,139,2,10,25,1,1,0,0,-169.0,0.1
2486,56,0,7,18,0,0,0,1,-99.0,0.1
2487,91,2,9,35,1,0,0,0,-102.0,0.1
2488,400,5,33,33,0,3,0,0,-960.0,0.1
2489,45,1,6,15,1,0,0,0,-121.0,0.1
2490,45,2,4,15,1,0,0,0,-20.0,0.1
2491,70,1,8,22,1,0,0,0,-82.0,0.1
2492,110,1,12,30,0,1,0,1,-169.0,0.1
2493,119,5,11,25,1,1,0,0,-216.0,0.1
2494,271,4,27,30,1,1,0,0,-704.0,0.1
2495,42,2,5,12,0,0,0,1,-80.0,0.1
2496,5,0,1,2,1,0,0,0,-52.0,0.1
2497,61,2,7,19,1,0,0,0,-73.0,0.1
2498,54,2,6,18,1,0,0,0,-73.0,0.1
2499,122,1,12,29,1,0,0,0,-171.0,0.1
2500,31,2,4,12,1,0,0,0,-45.0,0.1
2501,53,1,5,12,1,0,0,0,-136.0,0.1
2502,37,0,5,14,1,0,0,0,-89.0,0.1
2503,21,0,3,9,1,0,0,0,-75.0,0.1
2504,39,0,5,19,1,0,0,0,-99.0,0.1
2505,138,5,10,29,1,3,0,0,-198.0,0.1
2506,205,2,12,30,1,1,0,0,-364.0,0.1
2507,21,0,3,7,1,0,0,0,-81.0,0.1
2508,38,1,5,9,1,0,0,0,-107.0,0.1
2509,18,1,2,9,1,0,0,0,-39.0,0.1
2510,82,1,8,16,1,1,0,0,-177.0,0.1
2511,21,0,3,8,1,0,0,0,-89.0,0.1
2512,47,1,6,19,1,0,0,0,-69.0,0.1
2513,29,1,4,14,1,0,0,0,-42.0,0.1
2514,45,0,6,20,1,0,0,0,-140.0,0.1
2515,87,1,8,28,1,0,0,0,-134.0,0.1
2516,26,0,3,12,1,0,0,0,-77.0,0.1
2517,71,2,5,20,1,0,0,0,-65.0,0.1
2518,6,0,1,2,1,0,0,0,-39.0,0.1
2519,308,4,26,31,1,4,0,0,-724.0,0.1
2520,321,5,25,49,1,5,0,0,-478.0,0.1
2521,6,0,1,3,1,0,0,0,-36.0,0.1
2522,42,1,5,17,1,0,0,0,-94.0,0.1
2523,323,3,28,50,1,0,0,0,-556.0,0.1
2524,61,1,6,16,1,0,0,0,-110.0,0.1
2525,34,1,4,18,1,0,0,0,-67.0,0.1
2526,30,1,4,10,1,0,0,0,-97.0,0.1
2527,360,3,26,26,1,0,1,0,-1096.0,0.1
2528,15,1,2,6,1,0,0,0,-49.0,0.1
2529,7,0,1,3,1,0,0,0,-44.0,0.1
2530,24,2,3,10,1,0,0,0,-65.0,0.1
2531,191,5,13,26,1,1,0,0,-347.0,0.1
2532,400,3,40,42,0,0,0,0,-1229.0,0.1
2533,49,1,6,19,1,0,0,0,-85.0,0.1
2534,5,0,1,4,1,0,0,0,-66.0,0.1
2535,23,0,3,8,1,0,0,0,-106.0,0.1
2536,45,0,6,16,1,0,0,0,-70.0,0.1
2537,80,1,7,23,1,0,0,0,-69.0,0.1
2538,36,1,4,10,1,1,0,0,-66.0,0.1
2539,165,1,15,43,1,1,0,0,-293.0,0.1
2540,89,1,7,21,1,0,0,0,-184.0,0.1
2541,13,0,2,5,1,0,0,0,-70.0,0.1
2542,68,1,6,18,1,0,0,0,-111.0,0.1
2543,257,3,23,31,1,1,0,0,-516.0,0.1
2544,66,2,6,14,0,3,0,1,-78.0,0.1
2545,13,0,2,5,1,0,0,0,-62.0,0.1
2546,53,2,6,19,1,0,0,0,-56.0,0.1
2547,74,0,9,24,1,0,0,0,-151.0,0.1
2548,22,1,3,10,1,0,0,0,-60.0,0.1
2549,51,1,6,15,1,1,0,0,-108.0,0.1
2550,116,1,10,23,0,2,0,1,-191.0,0.1
2551,22,0,3,12,1,0,0,0,-51.0,0.1
2552,127,4,8,16,1,0,1,0,-209.0,0.1
2553,5,0,1,2,1,0,0,0,-72.0,0.1
2554,38,3,4,18,1,0,0,0,-42.0,0.1
2555,133,5,10,29,1,0,1,0,-175.0,0.1
2556,133,2,7,22,1,0,0,0,-320.0,0.1
2557,41,1,5,14,1,0,0,0,-99.0,0.1
2558,62,0,7,24,1,0,0,0,-124.0,0.1
2559,266,5,18,35,1,1,0,0,-426.0,0.1
2560,21,0,3,8,1,0,0,0,-52.0,0.1
2561,312,3,31,32,1,2,0,0,-783.0,0.1
2562,29,0,4,13,1,0,0,0,-88.0,0.1
2563,5,0,1,3,1,0,0,0,-69.0,0.1
2564,29,0,4,9,1,0,0,0,-86.0,0.1
2565,33,1,4,15,1,0,0,0,-50.0,0.1
2566,263,2,27,34,1,0,0,0,-775.0,0.1
2567,43,2,4,13,1,1,0,0,-84.0,0.1
2568,44,0,6,16,1,0,0,0,-62.0,0.1
2569,58,4,6,18,1,0,0,0,-75.0,0.1
2570,24,1,3,9,1,0,0,0,-65.0,0.1
2571,206,0,17,33,1,2,0,0,-295.0,0.1
2572,32,1,4,12,1,0,0,0,-93.0,0.1
2573,51,0,7,17,1,0,0,0,-112.0,0.1
2574,75,2,6,22,1,0,1,0,-170.0,0.1
2575,31,1,4,12,1,0,0,0,-94.0,0.1
2576,5,0,1,2,1,0,0,0,-52.0,0.1
2577,217,4,17,36,1,0,0,0,-299.0,0.1
2578,62,2,8,28,1,1,0,0,-79.0,0.1
2579,27,1,3,10,1,0,0,0,-38.0,0.1
2580,23,0,3,11,1,0,0,0,-54.0,0.1
2581,108,4,9,35,1,0,0,0,-144.0,0.1
2582,67,1,7,22,1,1,0,0,-82.0,0.1
2583,32,0,4,11,1,0,0,0,-109.0,0.1
2584,263,3,19,31,1,0,1,0,-676.0,0.1
2585,62,4,7,25,1,0,0,0,4.0,0.1
2586,59,0,6,13,1,0,0,0,-99.0,0.1
2587,24,2,3,12,1,0,0,0,-50.0,0.1
2588,212,4,14,27,0,2,0,1,-273.0,0.1
2589,118,3,8,26,1,0,0,0,-190.0,0.1
2590,68,2,7,26,1,1,0,0,-69.0,0.1
2591,93,2,8,24,1,2,0,0,-56.0,0.1
2592,7,0,1,3,1,0,0,0,-44.0,0.1
2593,20,1,2,8,1,0,0,0,-59.0,0.1
2594,75,2,7,18,1,1,0,0,-91.0,0.1
2595,69,1,7,22,1,1,0,0,-88.0,0.1
2596,73,3,8,25,0,0,0,1,-28.0,0.1
2597,324,3,24,24,1,1,1,0,-762.0,0.1
2598,35,1,4,16,1,0,0,0,-77.0,0.1
2599,32,0,4,11,1,0,0,0,-86.0,0.1
2600,361,4,33,35,1,2,0,0,-601.0,0.1
2601,194,6,13,40,1,0,0,0,-277.0,0.1
2602,233,3,20,45,1,1,0,0,-457.0,0.1
2603,255,4,24,45,1,0,1,0,-525.0,0.1
2604,52,0,6,15,1,0,0,0,-150.0,0.1
2605,147,2,13,32,0,0,0,1,-142.0,0.1
2606,64,3,7,24,1,0,0,0,-87.0,0.1
2607,235,4,21,44,1,0,1,0,-219.0,0.1
2608,258,2,24,23,1,1,0,0,-566.0,0.1
2609,33,1,4,12,1,0,0,0,-66.0,0.1
2610,47,1,6,18,1,0,0,0,-44.0,0.1
2611,60,2,7,25,1,0,0,0,-92.0,0.1
2612,15,1,2,7,1,0,0,0,-57.0,0.1
2613,89,3,8,25,1,2,0,0,-90.0,0.1
2614,155,1,16,28,1,1,0,0,-316.0,0.1
2615,14,0,2,6,1,0,0,0,-61.0,0.1
2616,15,0,2,9,1,0,0,0,-48.0,0.1
2617,80,1,9,22,1,0,0,0,-142.0,0.1
2618,35,0,5,15,1,0,0,0,-92.0,0.1
2619,53,1,7,20,1,0,0,0,-138.0,0.1
2620,29,0,4,7,1,0,0,0,-112.0,0.1
2621,15,1,2,6,1,0,0,0,-39.0,0.1
2622,41,1,5,18,1,0,0,0,-73.0,0.1
2623,5,0,1,3,1,0,0,0,-49.0,0.1
2624,14,0,2,4,1,0,0,0,-81.0,0.1
2625,109,4,12,31,1,0,0,0,-96.0,0.1
2626,21,0,3,5,1,0,0,0,-98.0,0.1
2627,84,3,9,33,1,0,0,0,-35.0,0.1
2628,117,4,10,25,1,1,0,0,-141.0,0.1
2629,38,2,4,10,1,0,0,0,-96.0,0.1
2630,12,0,2,7,1,0,0,0,-47.0,0.1
2631,5,0,1,2,1,0,0,0,-72.0,0.1
2632,252,4,26,35,1,0,0,0,-487.0,0.1
2633,5,0,1,3,1,0,0,0,-69.0,0.1
2634,56,1,7,26,1,0,0,0,-63.0,0.1
2635,22,1,3,6,1,0,0,0,-112.0,0.1
2636,115,3,13,47,1,0,0,0,-84.0,0.1
2637,7,0,1,2,1,0,0,0,-37.0,0.1
2638,13,0,2,5,1,0,0,0,-61.0,0.1
2639,7,0,1,3,1,0,0,0,-46.0,0.1
2640,15,0,2,3,1,0,0,0,-87.0,0.1
2641,48,2,6,25,1,0,0,0,-77.0,0.1
2642,108,7,11,32,1,0,0,0,-60.0,0.1
2643,22,0,3,9,1,0,0,0,-73.0,0.1
2644,297,5,32,32,1,1,0,0,-726.0,0.1
2645,51,1,5,13,1,1,0,0,-141.0,0.1
2646,32,0,4,14,1,0,0,0,-81.0,0.1
2647,9,0,1,3,1,0,0,0,-46.0,0.1
2648,50,1,7,22,1,1,0,0,-83.0,0.1
2649,176,1,12,33,1,0,0,0,-381.0,0.1
2650,24,0,3,7,1,0,0,0,-119.0,0.1
2651,145,4,17,36,1,0,0,0,-167.0,0.1
2652,33,1,4,16,1,0,0,0,-90.0,0.1
2653,16,1,2,7,1,0,0,0,-40.0,0.1
2654,200,1,14,38,0,0,0,0,-302.0,0.1
2655,37,1,5,13,1,0,0,0,-67.0,0.1
2656,91,3,10,24,1,0,0,0,-115.0,0.1
2657,85,6,8,26,1,1,0,0,-98.0,0.1
2658,7,0,1,3,1,0,0,0,-44.0,0.1
2659,75,3,7,28,1,0,0,0,-61.0,0.1
2660,22,0,3,11,1,0,0,0,-83.0,0.1
2661,346,2,24,35,1,2,1,0,-934.0,0.1
2662,40,1,4,11,1,0,0,0,-81.0,0.1
2663,76,1,9,24,0,0,0,1,-68.0,0.1
2664,21,0,3,7,1,0,0,0,-80.0,0.1
2665,7,0,1,3,1,0,0,0,-44.0,0.1
2666,5,0,1,3,1,0,0,0,-49.0,0.1
2667,400,2,46,35,0,0,0,0,-1334.0,0.1
2668,245,3,22,28,1,0,0,0,-600.0,0.1
2669,21,0,3,11,1,0,0,0,-66.0,0.1
2670,135,5,13,33,0,0,0,1,-163.0,0.1
2671,14,0,2,8,1,0,0,0,-41.0,0.1
2672,36,0,4,5,1,0,0,0,-170.0,0.1
2673,119,1,12,30,1,0,0,0,-187.0,0.1
2674,20,0,3,10,1,0,0,0,-63.0,0.1
2675,6,0,1,2,1,0,0,0,-39.0,0.1
2676,400,2,36,33,0,2,0,0,-1056.0,0.1
2677,140,3,12,26,1,0,0,0,-244.0,0.1
2678,400,2,33,31,0,1,0,0,-1102.0,0.1
2679,71,1,7,20,1,1,0,0,-148.0,0.1
2680,36,1,4,10,1,0,0,0,-89.0,0.1
2681,7,0,1,3,1,0,0,0,-40.0,0.1
2682,41,1,4,12,1,0,0,0,-99.0,0.1
2683,400,2,37,26,0,1,0,0,-1507.0,0.1
2684,24,0,2,3,1,0,0,0,-131.0,0.1
2685,351,4,31,31,1,1,0,0,-1147.0,0.1
2686,98,1,8,20,1,0,0,0,-201.0,0.1
2687,61,1,4,8,1,0,0,0,-284.0,0.1
2688,98,2,11,25,0,0,0,1,-179.0,0.1
2689,25,2,3,12,1,0,0,0,-35.0,0.1
2690,191,2,16,32,1,2,0,0,-235.0,0.1
2691,102,1,8,22,1,2,0,0,-225.0,0.1
2692,303,4,23,49,1,0,0,0,-659.0,0.1
2693,54,0,7,24,1,0,0,0,-62.0,0.1
2694,191,3,15,38,1,0,1,0,-202.0,0.1
2695,124,1,12,30,1,1,0,0,-191.0,0.1
2696,265,1,28,35,1,2,1,0,-571.0,0.1
2697,87,5,7,22,0,0,0,1,-32.0,0.1
2698,72,2,4,9,0,0,0,1,-239.0,0.1
2699,15,0,2,6,1,0,0,0,-66.0,0.1
2700,7,0,1,6,1,0,0,0,-24.0,0.1
2701,245,3,24,35,1,0,0,0,-488.0,0.1
2702,23,0,3,6,1,0,0,0,-92.0,0.1
2703,194,4,14,29,1,1,0,0,-313.0,0.1
2704,15,0,2,6,1,0,0,0,-75.0,0.1
2705,37,1,5,18,1,0,0,0,-35.0,0.1
2706,272,3,25,37,1,0,0,0,-555.0,0.1
2707,131,3,9,29,0,1,0,1,-106.0,0.1
2708,13,0,1,5,1,0,0,0,-71.0,0.1
2709,42,0,5,11,1,0,0,0,-145.0,0.1
2710,233,1,17,19,1,0,0,0,-628.0,0.1
2711,5,0,1,3,1,0,0,0,-69.0,0.1
2712,13,0,2,4,1,0,0,0,-73.0,0.1
