round,steps,coins_collected,bombs_dropped,crates_destroyed,killed_self,invalid_actions,total_reward,epsilon
1,400,20,0,0,0,0,87.0,1.0
2,400,22,0,0,0,0,98.0,1.0
3,400,21,0,0,0,0,110.0,1.0
4,400,16,0,0,0,0,70.0,1.0
5,400,17,0,0,0,0,75.0,1.0
6,400,24,0,0,0,0,144.0,1.0
7,400,15,0,0,0,0,25.0,1.0
8,400,23,0,0,0,0,133.0,1.0
9,400,13,0,0,0,0,42.0,1.0
10,400,23,0,0,0,0,130.0,1.0
11,400,16,0,0,0,0,56.0,1.0
12,400,25,0,0,0,0,166.0,1.0
13,400,14,0,0,0,0,20.0,1.0
14,400,30,0,0,0,0,195.0,1.0
15,400,24,0,0,0,0,125.0,1.0
16,400,12,0,0,0,0,5.0,1.0
17,400,19,0,0,0,0,91.0,1.0
18,400,17,0,0,0,0,69.0,1.0
19,400,19,0,0,0,0,89.0,1.0
20,400,16,0,0,0,0,84.0,1.0
21,400,23,0,0,0,0,133.0,1.0
22,400,25,0,0,0,0,164.0,1.0
23,400,23,0,0,0,0,126.0,1.0
24,400,20,0,0,0,0,116.0,1.0
25,400,23,0,0,0,0,131.0,1.0
26,400,22,0,0,0,0,120.0,1.0
27,400,30,0,0,0,0,230.0,1.0
28,400,17,0,0,0,0,72.0,1.0
29,400,30,0,0,0,0,203.0,1.0
30,400,13,0,0,0,0,30.0,1.0
31,400,24,0,0,0,0,162.0,1.0
32,400,32,0,0,0,0,233.0,1.0
33,400,6,0,0,0,0,-48.0,1.0
34,400,27,0,0,0,0,181.0,1.0
35,400,17,0,0,0,0,70.0,1.0
36,400,24,0,0,0,0,155.0,1.0
37,400,22,0,0,0,0,120.0,1.0
38,400,23,0,0,0,0,124.0,1.0
39,400,11,0,0,0,0,-10.0,1.0
40,400,22,0,0,0,0,113.0,1.0
41,400,23,0,0,0,0,122.0,1.0
42,400,21,0,0,0,0,104.0,1.0
43,400,12,0,0,0,0,13.0,1.0
44,400,20,0,0,0,0,90.0,1.0
45,400,19,0,0,0,0,86.0,1.0
46,400,21,0,0,0,0,121.0,1.0
47,400,17,0,0,0,0,70.0,1.0
48,400,21,0,0,0,0,102.0,1.0
49,400,31,0,0,0,0,220.0,1.0
50,400,26,0,0,0,0,168.0,1.0
51,400,15,0,0,0,0,38.0,1.0
52,400,22,0,0,0,0,127.0,1.0
53,400,18,0,0,0,0,72.0,1.0
54,400,8,0,0,0,0,-44.0,1.0
55,400,25,0,0,0,0,169.0,1.0
56,400,20,0,0,0,0,113.0,1.0
57,400,18,0,0,0,0,92.0,1.0
58,400,16,0,0,0,0,52.0,1.0
59,400,20,0,0,0,0,107.0,1.0
60,400,23,0,0,0,0,149.0,1.0
61,400,18,0,0,0,0,66.0,1.0
62,400,18,0,0,0,0,74.0,1.0
63,400,13,0,0,0,0,42.0,1.0
64,400,20,0,0,0,0,85.0,1.0
65,400,21,0,0,0,0,122.0,1.0
66,400,19,0,0,0,0,70.0,1.0
67,400,16,0,0,0,0,35.0,1.0
68,400,24,0,0,0,0,148.0,1.0
69,400,16,0,0,0,0,46.0,1.0
70,400,25,0,0,0,0,142.0,1.0
71,400,27,0,0,0,0,166.0,1.0
72,400,16,0,0,0,0,28.0,1.0
73,400,15,0,0,0,0,44.0,1.0
74,400,20,0,0,0,0,111.0,1.0
75,400,23,0,0,0,0,122.0,1.0
76,400,14,0,0,0,0,10.0,1.0
77,400,14,0,0,0,0,44.0,1.0
78,400,23,0,0,0,0,137.0,1.0
79,400,17,0,0,0,0,36.0,1.0
80,400,14,0,0,0,0,26.0,1.0
81,400,18,0,0,0,0,80.0,1.0
82,400,18,0,0,0,0,65.0,1.0
83,400,23,0,0,0,0,116.0,1.0
84,400,19,0,0,0,0,78.0,1.0
85,400,16,0,0,0,0,58.0,1.0
86,400,17,0,0,0,0,45.0,1.0
87,400,18,0,0,0,0,70.0,1.0
88,400,24,0,0,0,0,145.0,1.0
89,400,26,0,0,0,0,158.0,1.0
90,400,18,0,0,0,0,84.0,1.0
91,400,17,0,0,0,0,75.0,1.0
92,400,22,0,0,0,0,113.0,1.0
93,400,11,0,0,0,0,5.0,1.0
94,400,15,0,0,0,0,61.0,1.0
95,400,16,0,0,0,0,55.0,1.0
96,400,13,0,0,0,0,36.0,1.0
97,400,21,0,0,0,0,110.0,1.0
98,400,23,0,0,0,0,130.0,1.0
99,400,15,0,0,0,0,56.0,1.0
100,400,22,0,0,0,0,117.0,1.0
101,400,9,0,0,0,0,-25.0,0.999
102,400,20,0,0,0,0,82.0,0.998
103,400,14,0,0,0,0,36.0,0.997
104,400,20,0,0,0,0,79.0,0.996
105,400,22,0,0,0,0,118.0,0.995
106,400,21,0,0,0,0,130.0,0.994
107,400,15,0,0,0,0,65.0,0.993
108,400,16,0,0,0,0,63.0,0.992
109,400,26,0,0,0,0,149.0,0.991
110,400,22,0,0,0,0,106.0,0.99
111,400,27,0,0,0,0,180.0,0.9891
112,400,26,0,0,0,0,151.0,0.9881
113,400,20,0,0,0,0,106.0,0.9871
114,400,24,0,0,0,0,128.0,0.9861
115,400,14,0,0,0,0,28.0,0.9851
116,400,22,0,0,0,0,119.0,0.9841
117,400,23,0,0,0,0,119.0,0.9831
118,400,24,0,0,0,0,154.0,0.9822
119,400,20,0,0,0,0,82.0,0.9812
120,400,16,0,0,0,0,51.0,0.9802
121,400,14,0,0,0,0,44.0,0.9792
122,400,23,0,0,0,0,140.0,0.9782
123,400,14,0,0,0,0,44.0,0.9773
124,400,28,0,0,0,0,198.0,0.9763
125,400,18,0,0,0,0,95.0,0.9753
126,400,17,0,0,0,0,84.0,0.9743
127,400,23,0,0,0,0,156.0,0.9733
128,400,14,0,0,0,0,27.0,0.9724
129,400,21,0,0,0,0,103.0,0.9714
130,400,26,0,0,0,0,177.0,0.9704
131,400,31,0,0,0,0,221.0,0.9695
