round,steps,coins_collected,bombs_dropped,crates_destroyed,killed_self,invalid_actions,kills,killed_by_opponent,total_reward,epsilon
3137,179,5,13,27,1,0,0,0,-212.0,0.1
3138,63,0,8,29,1,0,0,0,-108.0,0.1
3139,15,0,2,5,1,0,0,0,-79.0,0.1
3140,116,3,13,35,1,0,0,0,-180.0,0.1
3141,43,0,6,17,1,0,0,0,-71.0,0.1
3142,197,2,18,36,1,2,1,0,-336.0,0.1
3143,5,0,1,2,1,0,0,0,-72.0,0.1
3144,113,1,10,31,1,0,0,0,-156.0,0.1
3145,35,1,4,14,1,0,0,0,-113.0,0.1
3146,30,0,4,11,1,0,0,0,-116.0,0.1
3147,85,3,6,15,1,0,0,0,-93.0,0.1
3148,13,0,2,5,1,0,0,0,-64.0,0.1
3149,14,0,2,5,1,0,0,0,-76.0,0.1
3150,67,4,6,22,1,0,0,0,-44.0,0.1
3151,13,0,2,5,1,0,0,0,-62.0,0.1
3152,44,2,5,13,1,0,0,0,-109.0,0.1
3153,21,0,3,7,1,0,0,0,-89.0,0.1
3154,33,2,4,9,1,0,0,0,-105.0,0.1
3155,13,0,2,6,1,0,0,0,-53.0,0.1
3156,31,0,4,14,1,0,0,0,-76.0,0.1
3157,28,0,4,17,1,0,0,0,-90.0,0.1
3158,48,2,5,13,1,1,0,0,-80.0,0.1
3159,56,1,7,18,1,0,0,0,-148.0,0.1
3160,61,3,7,22,1,0,0,0,-107.0,0.1
3161,400,4,18,33,0,0,0,0,-326.0,0.1
3162,356,3,16,13,1,5,1,0,-647.0,0.1
3163,49,0,5,14,1,0,0,0,-95.0,0.1
3164,38,0,5,17,1,0,0,0,-96.0,0.1
3165,114,3,9,22,1,1,0,0,-247.0,0.1
3166,7,0,1,3,1,0,0,0,-44.0,0.1
3167,65,1,7,18,1,0,0,0,-117.0,0.1
3168,149,4,12,31,1,0,0,0,-195.0,0.1
3169,7,0,1,2,1,0,0,0,-37.0,0.1
3170,400,3,26,37,0,1,0,0,-456.0,0.1
3171,18,1,2,4,1,0,0,0,-65.0,0.1
3172,97,2,9,23,1,1,0,0,-209.0,0.1
3173,307,1,22,39,1,4,0,0,-450.0,0.1
3174,6,0,1,3,1,0,0,0,-36.0,0.1
3175,39,0,5,18,1,0,0,0,-48.0,0.1
3176,94,0,11,31,1,0,0,0,-186.0,0.1
3177,210,1,20,40,1,0,0,0,-282.0,0.1
3178,400,3,23,40,0,0,0,0,-462.0,0.1
3179,132,5,9,27,1,2,0,0,-114.0,0.1
3180,25,1,3,11,1,0,0,0,-46.0,0.1
3181,5,0,1,2,1,0,0,0,-72.0,0.1
3182,57,0,7,30,1,0,0,0,-108.0,0.1
3183,5,0,1,4,1,0,0,0,-66.0,0.1
3184,84,4,6,15,1,0,0,0,-93.0,0.1
3185,42,1,5,14,1,0,0,0,-82.0,0.1
3186,110,3,8,22,1,1,0,0,-140.0,0.1
3187,179,2,16,23,1,1,0,0,-309.0,0.1
3188,6,0,1,3,1,0,0,0,-36.0,0.1
3189,71,3,8,27,1,0,0,0,-59.0,0.1
3190,400,6,37,39,0,0,0,0,-1034.0,0.1
3191,162,6,15,35,1,0,0,0,-171.0,0.1
3192,168,3,15,36,0,0,0,1,-224.0,0.1
3193,56,2,5,14,1,1,0,0,-114.0,0.1
3194,54,0,6,14,1,0,0,0,-129.0,0.1
3195,377,4,23,33,0,1,0,1,-409.0,0.1
3196,16,0,2,6,1,0,0,0,-69.0,0.1
3197,93,0,9,19,1,0,0,0,-224.0,0.1
3198,400,4,25,45,0,1,0,0,-462.0,0.1
3199,179,4,9,21,1,0,1,0,-323.0,0.1
3200,72,1,7,20,0,0,0,1,-83.0,0.1
3201,306,4,18,41,0,0,0,0,-503.0,0.1
3202,260,4,16,27,1,2,0,0,-296.0,0.1
3203,400,2,33,25,0,0,1,0,-983.0,0.1
3204,121,2,12,36,1,0,0,0,-141.0,0.1
3205,179,4,15,39,1,3,0,0,-207.0,0.1
3206,31,1,4,12,1,0,0,0,-31.0,0.1
3207,31,1,4,10,1,0,0,0,-45.0,0.1
3208,5,0,1,3,1,0,0,0,-69.0,0.1
3209,63,2,7,19,1,0,0,0,-88.0,0.1
3210,7,0,1,3,1,0,0,0,-34.0,0.1
3211,55,2,5,17,1,0,0,0,-10.0,0.1
3212,29,0,4,11,1,0,0,0,-86.0,0.1
3213,51,1,6,10,1,0,0,0,-189.0,0.1
3214,221,2,14,23,1,0,1,0,-157.0,0.1
3215,17,1,2,6,1,0,0,0,-69.0,0.1
3216,89,1,8,21,1,0,1,0,-142.0,0.1
3217,79,3,7,21,1,0,0,0,-129.0,0.1
3218,400,5,36,39,0,1,0,0,-1043.0,0.1
3219,87,3,9,30,1,0,0,0,-127.0,0.1
3220,18,2,2,9,1,0,0,0,-33.0,0.1
3221,97,2,8,23,1,1,0,0,-54.0,0.1
3222,139,2,10,19,1,1,0,0,-180.0,0.1
3223,34,0,4,11,1,0,0,0,-117.0,0.1
3224,109,3,12,33,0,0,0,1,-162.0,0.1
3225,47,2,5,20,1,0,0,0,-84.0,0.1
3226,146,1,13,38,1,0,0,0,-178.0,0.1
3227,85,2,10,32,1,0,0,0,-53.0,0.1
3228,107,4,8,23,1,2,0,0,-64.0,0.1
3229,105,3,7,22,1,0,0,0,-78.0,0.1
3230,42,1,4,11,1,0,0,0,-99.0,0.1
3231,6,0,1,2,1,0,0,0,-39.0,0.1
3232,165,2,17,41,1,2,0,0,-222.0,0.1
3233,36,1,4,15,1,0,0,0,-88.0,0.1
3234,43,2,5,18,1,0,0,0,-76.0,0.1
3235,96,3,8,18,1,1,0,0,-193.0,0.1
3236,36,1,4,18,1,0,0,0,-85.0,0.1
3237,70,1,8,22,1,1,0,0,-138.0,0.1
3238,68,1,9,27,1,0,0,0,-125.0,0.1
3239,15,0,2,8,1,0,0,0,-65.0,0.1
3240,25,1,3,10,1,0,0,0,-59.0,0.1
3241,52,2,5,15,1,0,0,0,-62.0,0.1
3242,42,0,5,12,1,0,0,0,-132.0,0.1
3243,35,2,4,13,1,0,0,0,-63.0,0.1
3244,74,0,8,29,1,0,0,0,-113.0,0.1
3245,138,4,11,32,1,2,0,0,-180.0,0.1
3246,7,0,1,3,1,0,0,0,-44.0,0.1
3247,30,1,4,11,1,0,0,0,-68.0,0.1
3248,70,2,9,28,0,0,0,1,-80.0,0.1
3249,9,0,1,3,1,0,0,0,-56.0,0.1
3250,174,4,16,28,0,1,0,1,-308.0,0.1
3251,113,4,10,27,0,0,0,1,-218.0,0.1
3252,83,3,8,18,1,0,0,0,-83.0,0.1
3253,207,5,21,39,1,0,0,0,-301.0,0.1
3254,40,3,4,15,1,0,0,0,-66.0,0.1
3255,52,1,6,16,1,0,0,0,-149.0,0.1
3256,22,1,2,5,0,0,0,1,-23.0,0.1
3257,145,2,11,28,1,0,0,0,-127.0,0.1
3258,22,0,3,7,1,0,0,0,-77.0,0.1
3259,21,0,3,7,1,0,0,0,-73.0,0.1
3260,14,0,2,8,1,0,0,0,-41.0,0.1
3261,196,2,13,28,0,1,1,1,-205.0,0.1
3262,21,0,3,8,1,0,0,0,-57.0,0.1
3263,134,3,12,34,1,1,0,0,-169.0,0.1
3264,56,2,5,19,1,0,0,0,-65.0,0.1
3265,31,0,4,7,1,0,0,0,-123.0,0.1
3266,25,2,3,8,1,0,0,0,-61.0,0.1
3267,73,3,7,21,1,0,0,0,-52.0,0.1
3268,43,1,4,18,1,0,0,0,-58.0,0.1
3269,29,0,4,14,1,0,0,0,-87.0,0.1
3270,125,3,11,24,1,1,0,0,-174.0,0.1
3271,91,2,9,26,1,0,0,0,-138.0,0.1
3272,7,0,1,3,1,0,0,0,-34.0,0.1
3273,78,1,9,26,1,0,0,0,-63.0,0.1
3274,46,2,4,10,1,0,0,0,-115.0,0.1
3275,32,2,3,13,1,0,0,0,-54.0,0.1
3276,172,0,16,41,1,0,1,0,-285.0,0.1
3277,400,4,34,36,0,0,0,0,-920.0,0.1
3278,360,1,29,32,1,4,0,0,-571.0,0.1
3279,6,0,1,2,1,0,0,0,-39.0,0.1
3280,223,3,17,33,1,1,1,0,-405.0,0.1
3281,105,1,11,30,1,0,0,0,-118.0,0.1
3282,140,2,13,31,1,1,0,0,-191.0,0.1
3283,121,4,9,19,1,0,0,0,-190.0,0.1
3284,104,5,9,23,1,1,0,0,-192.0,0.1
3285,25,1,3,15,1,0,0,0,-48.0,0.1
3286,400,4,36,25,0,0,0,0,-1211.0,0.1
3287,400,1,33,32,0,1,0,0,-717.0,0.1
3288,53,1,6,18,1,0,0,0,-78.0,0.1
3289,22,0,3,10,1,0,0,0,-60.0,0.1
3290,89,1,9,29,1,0,0,0,-221.0,0.1
3291,34,2,4,14,1,0,0,0,-69.0,0.1
3292,82,0,8,19,1,0,0,0,-133.0,0.1
3293,139,2,11,24,1,2,0,0,-218.0,0.1
3294,133,4,11,29,1,0,0,0,-323.0,0.1
3295,33,1,4,11,1,0,0,0,-90.0,0.1
3296,76,3,6,17,0,0,0,1,-84.0,0.1
3297,198,2,13,31,1,1,0,0,-405.0,0.1
3298,70,1,8,22,1,0,0,0,-132.0,0.1
3299,114,1,12,35,1,1,0,0,-190.0,0.1
3300,7,0,1,3,1,0,0,0,-46.0,0.1
3301,47,2,4,17,1,0,0,0,-28.0,0.1
3302,400,2,33,39,0,1,0,0,-1017.0,0.1
3303,7,0,1,2,1,0,0,0,-68.0,0.1
3304,6,0,1,3,1,0,0,0,-36.0,0.1
3305,29,1,4,12,1,0,0,0,-42.0,0.1
3306,95,1,9,27,1,0,1,0,-150.0,0.1
3307,6,0,1,3,1,0,0,0,-77.0,0.1
3308,20,0,3,8,1,0,0,0,-60.0,0.1
3309,126,4,5,14,0,0,0,1,-87.0,0.1
3310,212,1,17,43,0,1,0,1,-420.0,0.1
3311,400,6,34,38,0,1,0,0,-881.0,0.1
3312,7,0,1,2,1,0,0,0,-49.0,0.1
3313,400,1,34,39,0,2,0,0,-1213.0,0.1
3314,7,0,1,3,1,0,0,0,-47.0,0.1
3315,22,0,3,10,1,0,0,0,-90.0,0.1
3316,7,0,1,2,1,0,0,0,-47.0,0.1
3317,77,4,7,25,1,0,0,0,-108.0,0.1
3318,63,3,4,10,1,1,0,0,-77.0,0.1
3319,128,1,11,23,0,0,1,1,-160.0,0.1
3320,400,4,21,39,0,1,0,0,-567.0,0.1
3321,172,1,13,31,1,0,0,0,-330.0,0.1
3322,7,0,1,3,1,0,0,0,-34.0,0.1
3323,81,4,7,17,0,1,0,1,-116.0,0.1
3324,200,4,12,28,0,2,0,1,-390.0,0.1
3325,202,4,16,36,1,0,2,0,-168.0,0.1
3326,89,1,7,18,1,0,0,0,-177.0,0.1
3327,119,3,10,27,1,0,1,0,-147.0,0.1
3328,115,4,10,22,1,0,0,0,-190.0,0.1
3329,7,0,1,3,1,0,0,0,-44.0,0.1
3330,400,3,26,34,0,0,1,0,-649.0,0.1
3331,57,3,5,14,1,0,0,0,-122.0,0.1
3332,67,2,5,19,1,0,0,0,-93.0,0.1
3333,33,0,4,15,1,0,0,0,-63.0,0.1
3334,167,2,12,31,1,0,0,0,-242.0,0.1
3335,101,3,8,23,1,0,0,0,-148.0,0.1
3336,67,3,7,28,0,0,0,1,-49.0,0.1
3337,13,0,2,4,1,0,0,0,-90.0,0.1
3338,75,3,8,26,1,0,0,0,-95.0,0.1
3339,95,1,11,32,1,0,0,0,-200.0,0.1
3340,14,0,2,8,1,0,0,0,-41.0,0.1
3341,21,0,3,12,1,0,0,0,-51.0,0.1
3342,400,5,30,40,0,1,0,0,-423.0,0.1
3343,45,1,3,12,0,0,0,1,-45.0,0.1
3344,197,4,14,26,1,2,0,0,-262.0,0.1
3345,14,0,2,5,1,0,0,0,-76.0,0.1
3346,29,0,4,12,1,0,0,0,-88.0,0.1
3347,47,1,6,16,1,0,0,0,-110.0,0.1
3348,28,0,4,12,1,0,0,0,-102.0,0.1
3349,50,0,7,17,0,0,1,1,-70.0,0.1
3350,63,2,8,19,1,0,0,0,-58.0,0.1
3351,98,1,10,23,1,0,0,0,-55.0,0.1
3352,26,1,3,10,1,0,0,0,-68.0,0.1
3353,108,3,10,25,1,0,0,0,-39.0,0.1
3354,30,0,4,10,1,0,0,0,-106.0,0.1
3355,58,0,5,12,1,0,0,0,-153.0,0.1
3356,35,1,4,12,1,0,0,0,-106.0,0.1
3357,31,0,4,10,1,0,0,0,-101.0,0.1
3358,23,0,3,11,1,0,0,0,-85.0,0.1
3359,22,0,3,9,1,0,0,0,-93.0,0.1
3360,6,0,1,2,1,0,0,0,-39.0,0.1
3361,23,1,3,9,1,0,0,0,-80.0,0.1
3362,5,0,1,3,1,0,0,0,-49.0,0.1
3363,27,2,3,13,1,0,0,0,-48.0,0.1
3364,87,3,8,24,1,0,0,0,-117.0,0.1
3365,33,1,4,9,1,0,0,0,-89.0,0.1
3366,364,2,37,29,0,1,1,0,-896.0,0.1
3367,7,0,1,3,1,0,0,0,-46.0,0.1
3368,7,0,1,3,1,0,0,0,-44.0,0.1
3369,38,2,4,7,0,0,0,1,-75.0,0.1
3370,161,4,13,46,1,1,1,0,-65.0,0.1
3371,21,0,3,7,1,0,0,0,-76.0,0.1
3372,192,0,15,30,1,0,0,0,-331.0,0.1
3373,49,1,5,22,1,0,0,0,-84.0,0.1
3374,252,4,18,33,1,1,0,0,-523.0,0.1
3375,103,3,10,26,1,0,0,0,-153.0,0.1
3376,24,1,3,8,1,0,0,0,-69.0,0.1
3377,49,1,5,17,0,0,0,1,-90.0,0.1
3378,153,3,11,24,1,0,0,0,-226.0,0.1
3379,29,0,4,10,1,0,0,0,-89.0,0.1
3380,88,2,9,25,1,0,0,0,-84.0,0.1
3381,33,1,4,14,1,0,0,0,-43.0,0.1
3382,51,2,5,17,1,0,0,0,-99.0,0.1
3383,14,0,2,5,1,0,0,0,-50.0,0.1
3384,48,2,6,19,1,0,0,0,-116.0,0.1
3385,22,0,3,11,1,0,0,0,-77.0,0.1
3386,137,3,12,34,1,1,0,0,-149.0,0.1
3387,13,0,2,3,1,0,0,0,-90.0,0.1
3388,384,4,23,22,1,2,0,0,-860.0,0.1
3389,24,1,3,9,1,0,0,0,-50.0,0.1
3390,28,1,3,10,1,0,0,0,-71.0,0.1
3391,37,0,5,12,1,0,0,0,-121.0,0.1
3392,24,1,3,8,1,0,0,0,-70.0,0.1
3393,5,0,1,3,1,0,0,0,-49.0,0.1
3394,29,0,4,11,1,0,0,0,-81.0,0.1
3395,22,0,3,8,1,0,0,0,-76.0,0.1
3396,30,0,4,12,1,0,0,0,-107.0,0.1
3397,31,0,4,14,1,0,0,0,-70.0,0.1
3398,30,0,4,14,1,0,0,0,-41.0,0.1
3399,124,4,9,27,1,0,0,0,-136.0,0.1
3400,15,0,2,10,1,0,0,0,-54.0,0.1
3401,30,0,4,13,1,0,0,0,-108.0,0.1
3402,17,2,2,9,1,0,0,0,-46.0,0.1
3403,303,3,32,19,1,0,1,0,-1082.0,0.1
3404,7,0,1,3,1,0,0,0,-40.0,0.1
3405,29,0,4,10,1,0,0,0,-123.0,0.1
3406,28,0,4,11,1,0,0,0,-90.0,0.1
3407,7,0,1,2,1,0,0,0,-47.0,0.1
3408,400,3,20,30,0,1,0,0,-1047.0,0.1
3409,74,3,7,17,1,0,0,0,-87.0,0.1
3410,29,1,3,8,1,0,0,0,-98.0,0.1
3411,7,0,1,3,1,0,0,0,-46.0,0.1
3412,41,1,4,11,1,0,0,0,-122.0,0.1
3413,156,3,11,29,1,0,0,0,-367.0,0.1
3414,50,2,5,21,1,1,0,0,-83.0,0.1
3415,5,0,1,4,1,0,0,0,-66.0,0.1
3416,155,3,12,25,1,0,1,0,-181.0,0.1
3417,400,2,25,33,0,1,0,0,-1118.0,0.1
3418,35,0,4,12,1,0,0,0,-89.0,0.1
3419,61,2,6,16,1,1,0,0,-104.0,0.1
3420,307,5,24,26,1,1,0,0,-807.0,0.1
3421,85,1,6,14,0,1,0,1,-126.0,0.1
3422,57,3,6,17,1,0,0,0,-133.0,0.1
3423,64,2,5,18,1,0,0,0,-153.0,0.1
3424,70,2,9,30,0,0,0,1,-81.0,0.1
3425,395,1,29,36,1,4,0,0,-642.0,0.1
3426,28,0,4,10,1,0,0,0,-84.0,0.1
3427,13,0,2,5,1,0,0,0,-67.0,0.1
3428,400,4,22,44,0,1,0,0,-560.0,0.1
3429,6,0,1,2,1,0,0,0,-39.0,0.1
3430,10,0,1,2,1,0,0,0,-82.0,0.1
3431,27,0,4,16,1,0,0,0,-34.0,0.1
3432,183,4,16,43,1,0,0,0,-305.0,0.1
3433,14,0,2,7,1,0,0,0,-60.0,0.1
3434,65,3,7,16,1,0,1,0,-98.0,0.1
3435,400,5,18,30,0,2,0,0,-868.0,0.1
3436,14,0,2,7,1,0,0,0,-51.0,0.1
3437,25,1,3,9,1,0,0,0,-70.0,0.1
3438,32,1,4,13,1,0,0,0,-78.0,0.1
3439,13,0,2,3,1,0,0,0,-76.0,0.1
3440,350,5,31,37,1,0,0,0,-862.0,0.1
3441,55,0,7,21,1,0,0,0,-48.0,0.1
3442,13,0,2,5,1,0,0,0,-84.0,0.1
3443,93,2,10,21,1,1,0,0,-178.0,0.1
3444,6,0,1,2,1,0,0,0,-39.0,0.1
3445,24,1,3,9,1,0,0,0,-75.0,0.1
3446,13,0,2,4,1,0,0,0,-73.0,0.1
3447,40,1,5,16,1,0,0,0,-95.0,0.1
3448,193,2,16,42,1,0,0,0,-188.0,0.1
3449,265,3,24,43,1,2,0,0,-295.0,0.1
3450,97,3,8,16,1,1,1,0,-101.0,0.1
3451,22,0,3,11,1,0,0,0,-77.0,0.1
3452,125,2,14,30,1,1,0,0,-163.0,0.1
3453,26,1,3,10,1,0,0,0,-84.0,0.1
3454,15,1,2,7,1,0,0,0,-46.0,0.1
3455,291,4,26,43,1,5,0,0,-410.0,0.1
3456,7,0,1,2,1,0,0,0,-37.0,0.1
3457,335,4,27,37,1,1,0,0,-340.0,0.1
3458,7,0,1,5,1,0,0,0,-43.0,0.1
3459,61,1,7,21,0,0,0,1,-103.0,0.1
3460,80,5,7,19,0,1,0,1,-60.0,0.1
3461,22,0,3,10,1,0,0,0,-80.0,0.1
3462,182,3,16,42,0,0,0,1,-244.0,0.1
3463,68,3,8,28,1,0,0,0,-24.0,0.1
3464,310,2,32,32,1,0,0,0,-958.0,0.1
3465,16,0,2,8,1,0,0,0,-75.0,0.1
3466,22,0,3,10,1,0,0,0,-76.0,0.1
3467,113,2,10,28,0,0,0,1,-31.0,0.1
3468,13,0,2,7,1,0,0,0,-40.0,0.1
3469,238,3,17,31,1,1,1,0,-392.0,0.1
3470,45,1,5,9,1,0,0,0,-99.0,0.1
3471,14,0,2,4,1,0,0,0,-65.0,0.1
3472,156,3,16,36,1,0,0,0,-260.0,0.1
3473,400,3,24,22,0,0,0,0,-806.0,0.1
3474,92,2,7,19,1,0,0,0,-28.0,0.1
3475,400,4,40,43,0,0,0,0,-1078.0,0.1
3476,346,2,31,38,1,0,0,0,-1028.0,0.1
3477,225,2,18,33,1,2,0,0,-287.0,0.1
3478,29,0,4,14,1,0,0,0,-40.0,0.1
3479,400,5,23,36,0,2,0,0,-933.0,0.1
3480,62,1,7,16,1,0,0,0,-146.0,0.1
3481,37,0,5,19,1,0,0,0,-51.0,0.1
3482,6,0,1,1,1,0,0,0,-45.0,0.1
3483,50,2,6,20,1,0,0,0,-70.0,0.1
3484,400,0,32,33,0,0,0,0,-867.0,0.1
3485,5,0,1,2,1,0,0,0,-72.0,0.1
3486,21,0,3,7,1,0,0,0,-83.0,0.1
3487,160,1,14,30,1,1,0,0,-280.0,0.1
3488,18,1,2,6,1,0,0,0,-47.0,0.1
3489,13,0,2,4,1,0,0,0,-60.0,0.1
3490,49,2,5,16,1,0,0,0,-109.0,0.1
3491,313,4,22,23,1,1,0,0,-841.0,0.1
3492,72,3,8,22,0,0,0,1,-45.0,0.1
3493,31,0,4,11,1,0,0,0,-68.0,0.1
3494,24,0,3,9,1,0,0,0,-91.0,0.1
3495,28,0,4,12,1,0,0,0,-65.0,0.1
3496,85,5,9,19,1,0,0,0,-119.0,0.1
3497,27,0,4,13,1,0,0,0,-67.0,0.1
3498,21,0,3,9,1,0,0,0,-64.0,0.1
3499,24,1,3,12,1,0,0,0,-53.0,0.1
3500,28,0,4,15,1,0,0,0,-42.0,0.1
3501,57,0,6,17,1,0,0,0,-103.0,0.1
3502,39,1,5,15,1,0,0,0,-104.0,0.1
3503,82,2,7,20,1,0,0,0,-101.0,0.1
3504,64,0,8,24,1,0,0,0,-99.0,0.1
3505,400,5,37,42,0,0,0,0,-1221.0,0.1
3506,71,3,7,22,1,0,0,0,-131.0,0.1
3507,63,2,7,27,1,0,0,0,-93.0,0.1
3508,20,0,3,10,1,0,0,0,-80.0,0.1
3509,61,2,7,20,1,0,0,0,-97.0,0.1
3510,56,2,6,20,1,0,0,0,-104.0,0.1
3511,38,2,4,14,1,0,0,0,-67.0,0.1
3512,67,2,8,25,1,0,0,0,-75.0,0.1
3513,19,1,2,9,1,0,0,0,-66.0,0.1
3514,400,4,23,42,0,1,0,0,-395.0,0.1
3515,72,1,6,20,1,0,0,0,-215.0,0.1
3516,62,1,4,16,1,0,0,0,-93.0,0.1
3517,29,0,4,11,1,0,0,0,-99.0,0.1
3518,101,1,8,18,0,0,0,1,-134.0,0.1
3519,99,4,10,33,1,0,0,0,-117.0,0.1
3520,29,2,3,13,1,0,0,0,-48.0,0.1
3521,231,1,21,40,1,2,1,0,-356.0,0.1
3522,105,3,10,31,1,2,0,0,-100.0,0.1
3523,5,0,1,4,1,0,0,0,-66.0,0.1
3524,15,0,2,5,1,0,0,0,-75.0,0.1
3525,41,1,5,16,1,0,0,0,-93.0,0.1
3526,30,0,4,14,1,0,0,0,-62.0,0.1
3527,38,1,4,13,1,0,0,0,-93.0,0.1
3528,24,0,3,8,1,0,0,0,-104.0,0.1
3529,7,0,1,1,1,0,0,0,-53.0,0.1
3530,7,0,1,4,1,0,0,0,-50.0,0.1
3531,59,3,6,23,1,0,0,0,-97.0,0.1
3532,13,0,2,5,1,0,0,0,-84.0,0.1
3533,13,0,2,5,1,0,0,0,-84.0,0.1
3534,52,1,7,17,1,0,0,0,-136.0,0.1
3535,7,0,1,3,1,0,0,0,-47.0,0.1
3536,21,0,3,9,1,0,0,0,-73.0,0.1
3537,49,0,6,16,1,0,0,0,-104.0,0.1
3538,70,3,8,28,1,1,0,0,-79.0,0.1
3539,13,0,2,4,1,0,0,0,-85.0,0.1
3540,20,0,3,7,1,0,0,0,-79.0,0.1
3541,7,0,1,2,1,0,0,0,-47.0,0.1
3542,54,1,6,23,1,0,0,0,-37.0,0.1
3543,47,1,6,20,1,0,0,0,-69.0,0.1
3544,400,4,29,29,0,1,1,0,-751.0,0.1
3545,127,5,10,26,1,1,0,0,-111.0,0.1
3546,170,3,12,29,1,0,0,0,-489.0,0.1
3547,36,2,4,16,1,0,0,0,-33.0,0.1
3548,7,0,1,3,1,0,0,0,-34.0,0.1
3549,22,0,3,10,1,0,0,0,-67.0,0.1
3550,43,1,6,13,1,0,0,0,-133.0,0.1
3551,14,0,2,6,1,0,0,0,-63.0,0.1
3552,36,0,4,13,1,0,0,0,-91.0,0.1
3553,100,3,10,23,1,0,0,0,-185.0,0.1
3554,22,0,3,10,1,0,0,0,-51.0,0.1
3555,161,1,10,23,1,0,0,0,-383.0,0.1
3556,13,1,2,5,1,0,0,0,-56.0,0.1
3557,118,2,15,25,1,2,1,0,-176.0,0.1
3558,32,0,4,11,1,0,0,0,-61.0,0.1
3559,57,0,7,19,0,1,0,1,-91.0,0.1
3560,124,2,12,26,1,1,0,0,-203.0,0.1
3561,161,3,15,34,1,0,0,0,-247.0,0.1
3562,46,2,6,18,1,0,0,0,-88.0,0.1
3563,17,0,2,6,1,0,0,0,-78.0,0.1
3564,32,1,4,11,1,0,0,0,-81.0,0.1
3565,13,0,2,4,1,0,0,0,-87.0,0.1
3566,35,1,4,12,1,0,0,0,-101.0,0.1
3567,50,4,6,21,1,0,0,0,-26.0,0.1
3568,52,2,5,11,1,0,0,0,-127.0,0.1
3569,7,0,1,3,1,0,0,0,-44.0,0.1
3570,103,4,10,28,1,0,0,0,-116.0,0.1
3571,17,1,2,6,1,0,0,0,-51.0,0.1
3572,38,1,4,14,1,0,0,0,-87.0,0.1
3573,22,0,3,11,1,0,0,0,-64.0,0.1
3574,121,2,10,28,1,1,0,0,-228.0,0.1
3575,400,4,26,44,0,2,0,0,-528.0,0.1
3576,213,3,14,31,1,1,1,0,-466.0,0.1
3577,22,0,3,8,1,0,0,0,-88.0,0.1
3578,28,0,4,12,1,0,0,0,-95.0,0.1
3579,53,1,7,18,1,0,0,0,-104.0,0.1
3580,22,1,3,8,1,0,0,0,-67.0,0.1
3581,28,0,4,11,1,0,0,0,-103.0,0.1
3582,35,2,5,13,1,0,0,0,-51.0,0.1
3583,7,0,1,2,1,0,0,0,-47.0,0.1
3584,53,1,7,28,1,0,0,0,-51.0,0.1
3585,72,1,7,19,0,0,0,1,-59.0,0.1
3586,21,0,3,9,1,0,0,0,-61.0,0.1
3587,21,0,3,13,1,0,0,0,-52.0,0.1
3588,115,3,7,22,1,1,0,0,-147.0,0.1
3589,17,1,2,8,1,0,0,0,-46.0,0.1
3590,13,0,2,8,1,0,0,0,-37.0,0.1
3591,178,2,14,45,0,1,0,1,-297.0,0.1
3592,237,2,20,32,1,0,0,0,-537.0,0.1
3593,22,0,3,9,1,0,0,0,-89.0,0.1
3594,16,1,2,6,1,0,0,0,-43.0,0.1
3595,14,0,2,7,1,0,0,0,-60.0,0.1
3596,5,0,1,4,1,0,0,0,-66.0,0.1
3597,49,1,6,12,1,0,0,0,-98.0,0.1
3598,102,2,13,25,1,0,0,0,-157.0,0.1
3599,31,1,4,17,1,0,0,0,-50.0,0.1
3600,7,0,1,4,1,0,0,0,-48.0,0.1
3601,117,2,12,26,1,0,0,0,-154.0,0.1
3602,14,0,2,9,1,0,0,0,-54.0,0.1
3603,80,0,9,22,0,0,0,1,-90.0,0.1
3604,52,1,6,17,0,0,0,1,-23.0,0.1
3605,338,4,28,28,1,1,0,0,-1037.0,0.1
3606,216,1,21,32,1,3,0,0,-380.0,0.1
3607,20,1,3,7,1,0,0,0,-75.0,0.1
3608,14,0,2,6,1,0,0,0,-51.0,0.1
3609,88,4,8,22,1,0,0,0,-62.0,0.1
3610,203,3,15,49,0,1,0,1,-199.0,0.1
3611,47,1,5,14,1,1,0,0,-114.0,0.1
3612,41,2,4,16,1,0,0,0,-87.0,0.1
3613,400,3,31,34,0,1,0,0,-1054.0,0.1
3614,26,1,3,8,1,0,0,0,-103.0,0.1
3615,83,0,10,26,1,0,1,0,-141.0,0.1
3616,33,1,4,11,1,0,0,0,-106.0,0.1
3617,149,2,14,33,1,0,0,0,-191.0,0.1
3618,235,2,15,27,1,0,0,0,-513.0,0.1
3619,23,0,3,6,1,0,0,0,-108.0,0.1
3620,29,0,4,8,1,0,0,0,-112.0,0.1
3621,31,0,4,12,1,0,0,0,-72.0,0.1
3622,13,0,2,4,1,0,0,0,-73.0,0.1
3623,20,0,3,7,1,0,0,0,-99.0,0.1
3624,13,0,2,4,1,0,0,0,-87.0,0.1
3625,14,0,2,5,1,0,0,0,-92.0,0.1
3626,400,2,37,48,0,1,0,0,-598.0,0.1
3627,76,3,8,23,1,0,0,0,-137.0,0.1
3628,50,3,5,12,1,1,0,0,-145.0,0.1
3629,35,1,4,11,1,0,0,0,-72.0,0.1
3630,51,3,6,23,1,0,0,0,-68.0,0.1
3631,50,1,6,17,1,0,0,0,-71.0,0.1
3632,5,0,1,3,1,0,0,0,-69.0,0.1
3633,122,2,11,27,1,1,0,0,-76.0,0.1
