round,steps,coins_collected,bombs_dropped,crates_destroyed,killed_self,invalid_actions,total_reward,epsilon
1,6,0,1,1,1,0,-28.0,1.0
2,8,0,1,1,1,0,-41.0,1.0
3,22,0,2,2,1,0,-47.0,1.0
4,5,0,1,1,1,0,-44.0,1.0
5,5,0,1,1,1,0,-41.0,1.0
6,21,0,2,2,1,0,-42.0,1.0
7,5,0,1,1,1,0,-41.0,1.0
8,7,0,1,1,1,0,-42.0,1.0
9,5,0,1,1,1,0,-24.0,1.0
10,20,0,1,1,1,0,-59.0,1.0
11,10,0,1,1,1,0,-40.0,1.0
12,31,1,2,2,1,0,-55.0,1.0
13,7,0,1,1,1,0,-30.0,1.0
14,11,0,1,1,1,0,-20.0,1.0
15,5,0,1,1,1,0,-35.0,1.0
16,16,0,1,1,1,0,-55.0,1.0
17,22,0,2,2,1,0,-46.0,1.0
18,5,0,1,1,1,0,-41.0,1.0
19,15,0,1,1,1,0,-40.0,1.0
20,11,0,1,1,1,0,-49.0,1.0
21,7,0,1,1,1,0,-15.0,1.0
22,9,0,1,1,1,0,-30.0,1.0
23,5,0,1,1,1,0,-41.0,1.0
24,6,0,1,1,1,0,-13.0,1.0
25,11,0,1,1,1,0,-39.0,1.0
26,5,0,1,1,1,0,-43.0,1.0
27,6,0,1,1,1,0,-39.0,1.0
28,8,0,1,1,1,0,-19.0,1.0
29,7,0,1,1,1,0,-22.0,1.0
30,9,0,1,1,1,0,-36.0,1.0
31,5,0,1,1,1,0,-41.0,1.0
32,7,0,1,1,1,0,-45.0,1.0
33,11,0,1,1,1,0,-26.0,1.0
34,19,0,2,2,1,0,-44.0,1.0
35,5,0,1,1,1,0,-35.0,1.0
36,19,0,2,2,1,0,-37.0,1.0
37,11,0,1,1,1,0,-41.0,1.0
38,21,0,3,2,1,0,-54.0,1.0
39,5,0,1,1,1,0,-44.0,1.0
40,8,0,1,1,1,0,-53.0,1.0
41,8,0,1,1,1,0,-46.0,1.0
42,5,0,1,1,1,0,-41.0,1.0
43,6,0,1,1,1,0,-25.0,1.0
44,6,0,1,1,1,0,-13.0,1.0
45,6,0,1,1,1,0,-42.0,1.0
46,9,0,1,1,1,0,-26.0,1.0
47,8,0,1,1,1,0,-33.0,1.0
48,15,0,1,1,1,0,-44.0,1.0
49,5,0,1,1,1,0,-44.0,1.0
50,5,0,1,1,1,0,-18.0,1.0
51,11,0,1,1,1,0,-54.0,1.0
52,5,0,1,1,1,0,-21.0,1.0
53,5,0,1,1,1,0,-38.0,1.0
54,5,0,1,1,1,0,-38.0,1.0
